voltage,temp,rel time,abs time,volt dif,ppm
10.59638,33.837891,35655.142,34:41.9,-0.00001,-11.419
10.59638,33.515625,35656.314,34:43.1,-0.00001,-10.287
10.59638,33.515625,35657.486,34:44.2,-0.00001,-11.325
10.59638,33.515625,35658.648,34:45.4,-0.00001,-12.457
10.59638,33.515625,35659.81,34:46.6,-0.00001,-11.985
10.59638,33.515625,35660.973,34:47.7,-0.00001,-12.363
10.59639,33.596191,35662.136,34:48.9,-0.00001,-7.361
10.59638,33.515625,35663.298,34:50.1,-0.00001,-11.513
10.59638,33.515625,35664.46,34:51.2,-0.00001,-10.003
10.59638,33.515625,35665.623,34:52.4,-0.00001,-12.740
10.59638,33.676758,35666.786,34:53.5,-0.00001,-12.646
10.59638,33.435059,35667.959,34:54.7,-0.00001,-11.891
10.59638,33.676758,35669.131,34:55.9,-0.00001,-10.287
10.59638,33.193359,35670.292,34:57.1,-0.00001,-10.003
10.59638,33.515625,35671.456,34:58.2,-0.00001,-9.815
10.59638,33.515625,35672.618,34:59.4,-0.00001,-10.381
10.59638,33.515625,35673.781,35:00.5,-0.00001,-11.608
10.59638,33.515625,35674.942,35:01.7,-0.00001,-11.325
10.59638,33.435059,35676.106,35:02.9,-0.00001,-11.325
10.59638,33.435059,35677.269,35:04.0,-0.00001,-12.174
10.59638,33.596191,35678.441,35:05.2,-0.00001,-11.891
10.59638,33.435059,35679.603,35:06.4,-0.00001,-11.325
10.59638,33.354492,35680.765,35:07.5,-0.00001,-10.570
10.59638,33.273926,35681.928,35:08.7,-0.00001,-9.720
10.59638,33.354492,35683.091,35:09.8,-0.00001,-10.381
10.59638,33.515625,35684.252,35:11.0,-0.00001,-10.192
10.59638,33.515625,35685.417,35:12.2,-0.00001,-10.287
10.59638,33.837891,35686.578,35:13.3,-0.00001,-11.796
10.59638,33.112793,35687.741,35:14.5,-0.00001,-11.796
10.59638,33.999023,35688.903,35:15.7,-0.00001,-11.136
10.59638,33.596191,35690.065,35:16.8,-0.00001,-11.419
10.59638,33.515625,35691.229,35:18.0,-0.00001,-12.835
10.59638,33.515625,35692.401,35:19.2,-0.00001,-11.608
10.59638,33.515625,35693.563,35:20.3,-0.00001,-9.154
10.59638,33.596191,35694.726,35:21.5,-0.00001,-11.230
10.59638,33.596191,35695.888,35:22.6,-0.00001,-11.796
10.59638,33.354492,35697.051,35:23.8,-0.00002,-14.816
10.59638,33.354492,35698.214,35:25.0,-0.00002,-15.288
10.59638,33.273926,35699.376,35:26.1,-0.00001,-12.457
10.59638,33.354492,35700.538,35:27.3,-0.00001,-12.268
10.59638,33.354492,35701.7,35:28.5,-0.00001,-12.268
10.59638,33.515625,35702.862,35:29.6,-0.00001,-14.061
10.59638,33.354492,35704.026,35:30.8,-0.00001,-12.646
10.59638,33.596191,35705.189,35:31.9,-0.00001,-13.495
10.59638,33.757324,35706.35,35:33.1,-0.00001,-13.306
10.59638,33.515625,35707.514,35:34.3,-0.00001,-11.325
10.59638,33.596191,35708.676,35:35.4,-0.00001,-11.230
10.59638,33.515625,35709.841,35:36.6,-0.00001,-12.268
10.59638,33.354492,35711.01,35:37.8,-0.00001,-11.041
10.59638,33.515625,35712.175,35:38.9,-0.00001,-10.853
10.59638,33.354492,35713.335,35:40.1,-0.00001,-11.702
10.59638,33.515625,35714.498,35:41.3,-0.00001,-11.608
10.59638,33.676758,35715.66,35:42.4,-0.00001,-11.891
10.59638,33.596191,35716.822,35:43.6,-0.00001,-11.796
10.59638,33.515625,35717.985,35:44.7,-0.00001,-11.608
10.59638,33.354492,35719.147,35:45.9,-0.00001,-13.873
10.59638,33.515625,35720.31,35:47.1,-0.00001,-13.778
10.59638,34.240723,35721.473,35:48.2,-0.00001,-13.778
10.59638,33.435059,35722.635,35:49.4,-0.00002,-14.533
10.59638,33.354492,35723.798,35:50.6,-0.00002,-14.722
10.59638,33.354492,35724.96,35:51.7,-0.00002,-16.043
10.59638,33.273926,35726.122,35:52.9,-0.00002,-15.383
10.59638,33.596191,35727.286,35:54.0,-0.00001,-12.835
10.59638,33.435059,35728.447,35:55.2,-0.00001,-13.873
10.59638,33.354492,35729.61,35:56.4,-0.00001,-14.061
10.59638,33.273926,35730.773,35:57.5,-0.00001,-13.684
10.59638,33.435059,35731.935,35:58.7,-0.00002,-16.421
10.59638,33.515625,35733.108,35:59.9,-0.00002,-15.099
10.59638,33.273926,35734.28,36:01.0,-0.00001,-13.967
10.59638,33.354492,35735.442,36:02.2,-0.00001,-13.401
10.59638,33.596191,35736.604,36:03.4,-0.00001,-13.684
10.59638,33.354492,35737.767,36:04.5,-0.00001,-13.306
10.59638,33.354492,35738.931,36:05.7,-0.00002,-14.345
10.59638,34.160156,35740.092,36:06.9,-0.00001,-13.967
10.59638,33.435059,35741.254,36:08.0,-0.00002,-16.043
10.59638,33.354492,35742.417,36:09.2,-0.00002,-16.232
10.59638,33.354492,35743.58,36:10.3,-0.00002,-17.081
10.59637,33.515625,35744.743,36:11.5,-0.00002,-18.308
10.59637,33.354492,35745.904,36:12.7,-0.00002,-18.874
10.59637,33.354492,35747.067,36:13.8,-0.00002,-18.214
10.59637,33.354492,35748.232,36:15.0,-0.00002,-19.252
10.59637,33.273926,35749.402,36:16.2,-0.00002,-19.441
10.59637,33.918457,35750.566,36:17.3,-0.00002,-17.648
10.59637,33.112793,35751.727,36:18.5,-0.00002,-18.497
10.59638,33.354492,35752.89,36:19.6,-0.00002,-16.798
10.59638,33.435059,35754.052,36:20.8,-0.00002,-17.553
10.59637,33.515625,35755.215,36:22.0,-0.00002,-19.441
10.59637,33.435059,35756.378,36:23.1,-0.00002,-18.969
10.59637,33.354492,35757.55,36:24.3,-0.00002,-20.951
10.59637,33.354492,35758.712,36:25.5,-0.00002,-20.856
10.59637,33.354492,35759.875,36:26.6,-0.00002,-20.007
10.59637,33.435059,35761.037,36:27.8,-0.00002,-18.969
10.59637,32.709961,35762.201,36:29.0,-0.00003,-23.593
10.59637,33.596191,35763.363,36:30.1,-0.00003,-23.782
10.59637,33.515625,35764.525,36:31.3,-0.00003,-24.631
10.59637,33.273926,35765.687,36:32.4,-0.00003,-24.631
10.59637,33.354492,35766.849,36:33.6,-0.00003,-24.537
10.59637,32.871094,35768.013,36:34.8,-0.00003,-25.480
10.59637,33.273926,35769.173,36:35.9,-0.00002,-23.499
10.59637,33.354492,35770.336,36:37.1,-0.00003,-24.725
10.59637,31.984863,35771.499,36:38.3,-0.00003,-23.687
10.59637,33.193359,35772.661,36:39.4,-0.00003,-24.348
10.59637,33.273926,35773.825,36:40.6,-0.00002,-22.460
10.59637,33.273926,35774.986,36:41.7,-0.00003,-23.782
10.59637,33.354492,35776.149,36:42.9,-0.00002,-22.932
10.59637,33.354492,35777.317,36:44.1,-0.00003,-23.782
10.59637,33.354492,35778.484,36:45.2,-0.00003,-24.537
10.59637,33.354492,35779.648,36:46.4,-0.00003,-24.254
10.59637,33.273926,35780.819,36:47.6,-0.00002,-22.555
10.59637,33.515625,35781.981,36:48.7,-0.00002,-21.422
10.59637,33.273926,35783.146,36:49.9,-0.00002,-22.555
10.59637,33.354492,35784.317,36:51.1,-0.00003,-24.159
10.59637,33.273926,35785.49,36:52.2,-0.00003,-25.292
10.59637,33.354492,35786.661,36:53.4,-0.00003,-24.820
10.59637,33.515625,35787.825,36:54.6,-0.00002,-22.366
10.59637,33.273926,35788.987,36:55.7,-0.00002,-21.989
10.59637,33.435059,35790.149,36:56.9,-0.00002,-23.404
10.59637,33.354492,35791.312,36:58.1,-0.00003,-23.970
10.59637,33.354492,35792.474,36:59.2,-0.00002,-20.762
10.59637,33.273926,35793.636,37:00.4,-0.00002,-19.724
10.59637,33.596191,35794.799,37:01.6,-0.00002,-20.479
10.59637,33.273926,35795.962,37:02.7,-0.00002,-19.157
10.59637,33.032227,35797.135,37:03.9,-0.00002,-20.290
10.59637,33.354492,35798.307,37:05.1,-0.00002,-18.497
10.59638,32.95166,35799.469,37:06.2,-0.00002,-16.609
10.59637,33.515625,35800.631,37:07.4,-0.00002,-20.479
10.59638,33.273926,35801.793,37:08.6,-0.00002,-17.459
10.59637,33.515625,35802.957,37:09.7,-0.00002,-22.177
10.59637,33.354492,35804.118,37:10.9,-0.00002,-18.591
10.59638,33.354492,35805.28,37:12.0,-0.00002,-17.553
10.59638,33.354492,35806.443,37:13.2,-0.00002,-16.138
10.59638,33.515625,35807.606,37:14.4,-0.00002,-16.609
10.59637,33.354492,35808.769,37:15.5,-0.00002,-18.119
10.59638,33.354492,35809.932,37:16.7,-0.00002,-14.628
10.59638,33.354492,35811.104,37:17.9,-0.00002,-17.270
10.59638,33.354492,35812.266,37:19.0,-0.00002,-15.477
10.59638,33.193359,35813.428,37:20.2,-0.00002,-16.704
10.59637,33.354492,35814.592,37:21.4,-0.00002,-19.063
10.59638,33.273926,35815.753,37:22.5,-0.00002,-17.459
10.59638,32.871094,35816.921,37:23.7,-0.00002,-16.232
10.59638,33.354492,35818.088,37:24.8,-0.00002,-14.722
10.59638,33.354492,35819.251,37:26.0,-0.00002,-15.571
10.59638,33.354492,35820.414,37:27.2,-0.00002,-15.477
10.59638,33.273926,35821.586,37:28.3,-0.00002,-15.571
10.59638,33.354492,35822.748,37:29.5,-0.00002,-15.194
10.59638,33.112793,35823.911,37:30.7,-0.00002,-15.383
10.59638,33.435059,35825.073,37:31.8,-0.00002,-15.854
10.59638,33.354492,35826.236,37:33.0,-0.00001,-13.967
10.59638,33.273926,35827.397,37:34.2,-0.00002,-15.477
10.59638,33.273926,35828.56,37:35.3,-0.00002,-15.760
10.59637,33.596191,35829.722,37:36.5,-0.00002,-18.025
10.59638,33.273926,35830.885,37:37.6,-0.00002,-16.326
10.59638,33.273926,35832.048,37:38.8,-0.00002,-16.609
10.59638,33.273926,35833.21,37:40.0,-0.00002,-17.459
10.59638,33.354492,35834.374,37:41.1,-0.00002,-16.043
10.59638,33.354492,35835.544,37:42.3,-0.00002,-15.760
10.59638,33.354492,35836.707,37:43.5,-0.00002,-16.798
10.59638,33.273926,35837.87,37:44.6,-0.00002,-15.949
10.59638,33.273926,35839.033,37:45.8,-0.00002,-16.515
10.59638,33.354492,35840.197,37:47.0,-0.00002,-16.138
10.59638,33.112793,35841.368,37:48.1,-0.00002,-16.798
10.59638,32.06543,35842.529,37:49.3,-0.00002,-15.194
10.59637,33.193359,35843.692,37:50.5,-0.00002,-18.969
10.59637,33.354492,35844.854,37:51.6,-0.00002,-18.402
10.59637,33.354492,35846.017,37:52.8,-0.00002,-17.742
10.59638,33.354492,35847.179,37:53.9,-0.00002,-17.270
10.59638,33.354492,35848.342,37:55.1,-0.00002,-16.421
10.59638,33.273926,35849.516,37:56.3,-0.00002,-15.005
10.59638,33.596191,35850.686,37:57.4,-0.00002,-15.005
10.59638,33.354492,35851.849,37:58.6,-0.00002,-15.005
10.59638,33.354492,35853.012,37:59.8,-0.00002,-15.383
10.59638,33.273926,35854.175,38:00.9,-0.00001,-13.873
10.59638,33.273926,35855.349,38:02.1,-0.00002,-16.138
10.59638,33.354492,35856.519,38:03.3,-0.00002,-16.704
10.59638,33.193359,35857.682,38:04.4,-0.00002,-14.722
10.59638,33.435059,35858.843,38:05.6,-0.00002,-15.099
10.59638,33.273926,35860.005,38:06.8,-0.00002,-15.099
10.59638,33.354492,35861.17,38:07.9,-0.00001,-13.495
10.59638,33.273926,35862.341,38:09.1,-0.00002,-15.288
10.59638,33.273926,35863.503,38:10.3,-0.00001,-13.495
10.59638,33.273926,35864.666,38:11.4,-0.00002,-14.628
10.59638,33.273926,35865.828,38:12.6,-0.00002,-15.005
10.59638,33.193359,35866.991,38:13.7,-0.00001,-13.118
10.59638,33.273926,35868.154,38:14.9,-0.00001,-13.401
10.59638,34.160156,35869.318,38:16.1,-0.00001,-13.118
10.59638,33.354492,35870.488,38:17.2,-0.00002,-14.816
10.59638,33.273926,35871.65,38:18.4,-0.00001,-11.796
10.59638,33.273926,35872.812,38:19.6,-0.00001,-13.967
10.59638,33.193359,35873.976,38:20.7,-0.00002,-14.345
10.59638,33.273926,35875.138,38:21.9,-0.00002,-14.250
10.59638,33.193359,35876.301,38:23.1,-0.00001,-14.061
10.59638,33.273926,35877.463,38:24.2,-0.00001,-13.401
10.59638,32.709961,35878.626,38:25.4,-0.00001,-13.778
10.59638,33.354492,35879.789,38:26.5,-0.00002,-14.156
10.59638,33.273926,35880.95,38:27.7,-0.00002,-15.477
10.59638,33.193359,35882.114,38:28.9,-0.00002,-16.232
10.59637,33.193359,35883.276,38:30.0,-0.00002,-18.214
10.59638,33.112793,35884.438,38:31.2,-0.00001,-13.495
10.59638,33.193359,35885.602,38:32.4,-0.00001,-12.363
10.59638,33.273926,35886.763,38:33.5,-0.00001,-11.608
10.59638,33.273926,35887.926,38:34.7,-0.00001,-11.796
10.59638,33.193359,35889.088,38:35.8,-0.00001,-12.457
10.59638,33.273926,35890.251,38:37.0,-0.00002,-14.250
10.59638,33.193359,35891.414,38:38.2,-0.00001,-13.023
10.59638,33.112793,35892.576,38:39.3,-0.00001,-11.230
10.59638,33.515625,35893.738,38:40.5,-0.00001,-12.363
10.59638,33.273926,35894.9,38:41.7,-0.00001,-10.947
10.59638,33.112793,35896.063,38:42.8,-0.00001,-12.835
10.59638,33.193359,35897.228,38:44.0,-0.00001,-13.684
10.59638,33.032227,35898.398,38:45.2,-0.00002,-15.194
10.59638,33.273926,35899.561,38:46.3,-0.00002,-15.383
10.59638,33.354492,35900.723,38:47.5,-0.00001,-11.513
10.59638,33.273926,35901.885,38:48.6,-0.00001,-13.212
10.59638,33.354492,35903.05,38:49.8,-0.00002,-16.043
10.59638,32.629395,35904.222,38:51.0,-0.00002,-16.421
10.59638,33.193359,35905.382,38:52.1,-0.00002,-16.138
10.59638,33.193359,35906.545,38:53.3,-0.00002,-15.854
10.59638,33.112793,35907.707,38:54.5,-0.00002,-15.760
10.59638,33.354492,35908.87,38:55.6,-0.00002,-15.949
10.59638,33.273926,35910.032,38:56.8,-0.00002,-15.383
10.59638,33.112793,35911.194,38:58.0,-0.00002,-15.194
10.59638,33.354492,35912.357,38:59.1,-0.00002,-14.911
10.59638,33.273926,35913.519,39:00.3,-0.00002,-14.156
10.59638,33.354492,35914.683,39:01.4,-0.00002,-15.194
10.59638,33.273926,35915.845,39:02.6,-0.00001,-14.061
10.59638,33.596191,35917.007,39:03.8,-0.00002,-14.533
10.59638,33.273926,35918.17,39:04.9,-0.00002,-16.609
10.59638,33.032227,35919.332,39:06.1,-0.00002,-17.553
10.59638,33.273926,35920.496,39:07.3,-0.00002,-16.987
10.59638,33.273926,35921.657,39:08.4,-0.00002,-16.138
10.59638,33.193359,35922.819,39:09.6,-0.00002,-14.628
10.59638,33.112793,35923.982,39:10.7,-0.00002,-14.816
10.59638,33.193359,35925.145,39:11.9,-0.00002,-14.345
10.59638,33.193359,35926.308,39:13.1,-0.00001,-13.023
10.59638,33.354492,35927.469,39:14.2,-0.00002,-14.911
10.59638,33.193359,35928.632,39:15.4,-0.00001,-13.873
10.59638,33.193359,35929.794,39:16.6,-0.00002,-14.911
10.59638,33.918457,35930.957,39:17.7,-0.00002,-14.816
10.59638,33.032227,35932.121,39:18.9,-0.00002,-14.628
10.59638,33.354492,35933.282,39:20.0,-0.00002,-17.081
10.59638,33.112793,35934.445,39:21.2,-0.00002,-15.288
10.59638,33.273926,35935.607,39:22.4,-0.00001,-14.061
10.59638,33.193359,35936.77,39:23.5,-0.00002,-14.156
10.59638,32.629395,35937.933,39:24.7,-0.00002,-14.439
10.59638,33.032227,35939.094,39:25.9,-0.00001,-13.778
10.59638,33.112793,35940.257,39:27.0,-0.00002,-14.533
10.59638,33.112793,35941.42,39:28.2,-0.00001,-11.891
10.59638,33.193359,35942.582,39:29.3,-0.00001,-12.740
10.59638,33.757324,35943.745,39:30.5,-0.00001,-13.023
10.59638,33.354492,35944.907,39:31.7,-0.00002,-14.911
10.59638,33.193359,35946.069,39:32.8,-0.00002,-14.439
10.59638,33.193359,35947.232,39:34.0,-0.00001,-11.891
10.59638,33.193359,35948.394,39:35.2,-0.00001,-9.909
10.59638,33.273926,35949.558,39:36.3,-0.00001,-11.702
10.59638,33.273926,35950.719,39:37.5,-0.00001,-11.702
10.59638,33.193359,35951.881,39:38.6,-0.00001,-12.080
10.59638,33.193359,35953.044,39:39.8,-0.00001,-11.608
10.59638,33.435059,35954.207,39:41.0,-0.00001,-10.003
10.59638,32.790527,35955.38,39:42.1,-0.00001,-12.457
10.59638,33.193359,35956.542,39:43.3,-0.00001,-13.118
10.59638,33.193359,35957.703,39:44.5,-0.00002,-14.628
10.59638,33.273926,35958.866,39:45.6,-0.00001,-13.401
10.59638,33.273926,35960.028,39:46.8,-0.00001,-11.985
10.59638,33.112793,35961.191,39:48.0,-0.00001,-11.891
10.59638,33.193359,35962.355,39:49.1,-0.00001,-10.664
10.59639,33.193359,35963.526,39:50.3,-0.00001,-8.116
10.59638,33.273926,35964.688,39:51.4,-0.00001,-9.154
10.59638,33.193359,35965.851,39:52.6,-0.00001,-9.248
10.59638,33.273926,35967.024,39:53.8,-0.00001,-9.815
10.59638,32.629395,35968.185,39:54.9,-0.00001,-10.570
10.59638,33.273926,35969.354,39:56.1,-0.00001,-10.853
10.59638,33.273926,35970.521,39:57.3,-0.00001,-10.098
10.59638,33.112793,35971.683,39:58.4,-0.00001,-10.003
10.59638,33.193359,35972.846,39:59.6,-0.00001,-9.909
10.59639,32.790527,35974.007,40:00.8,-0.00001,-7.738
10.59639,33.193359,35975.173,40:01.9,-0.00001,-7.550
10.59638,33.193359,35976.343,40:03.1,-0.00001,-8.305
10.59638,33.193359,35977.506,40:04.3,-0.00001,-8.588
10.59639,33.193359,35978.669,40:05.4,-0.00001,-5.285
10.59639,33.112793,35979.831,40:06.6,-0.00001,-5.190
10.59639,33.273926,35980.993,40:07.8,-0.00001,-6.134
10.59639,33.193359,35982.155,40:08.9,-0.00001,-7.172
10.59638,33.837891,35983.318,40:10.1,-0.00001,-8.588
10.59638,33.193359,35984.481,40:11.2,-0.00001,-8.305
10.59638,33.273926,35985.642,40:12.4,-0.00001,-8.493
10.59639,33.112793,35986.804,40:13.6,-0.00001,-7.738
10.59639,33.112793,35987.967,40:14.7,-0.00001,-7.078
10.59639,33.515625,35989.129,40:15.9,-0.00001,-6.795
10.59638,33.112793,35990.293,40:17.1,-0.00001,-8.493
10.59638,33.112793,35991.454,40:18.2,-0.00001,-8.305
10.59639,33.193359,35992.617,40:19.4,-0.00001,-8.116
10.59639,33.112793,35993.779,40:20.5,-0.00001,-7.644
10.59639,33.193359,35994.942,40:21.7,-0.00001,-7.550
10.59639,33.515625,35996.117,40:22.9,-0.00001,-7.361
10.59638,33.112793,35997.287,40:24.0,-0.00001,-9.343
10.59639,32.709961,35998.449,40:25.2,-0.00001,-8.022
10.59638,33.193359,35999.612,40:26.4,-0.00001,-8.871
10.59639,33.193359,36000.775,40:27.5,-0.00001,-6.795
10.59639,33.273926,36001.948,40:28.7,-0.00001,-7.455
10.59638,33.112793,36003.109,40:29.9,-0.00001,-8.305
10.59639,33.112793,36004.273,40:31.0,-0.00001,-6.229
10.59639,33.193359,36005.435,40:32.2,-0.00001,-7.550
10.59638,33.112793,36006.597,40:33.4,-0.00001,-8.493
10.59638,33.112793,36007.76,40:34.5,-0.00001,-9.815
10.59638,33.112793,36008.921,40:35.7,-0.00001,-9.626
10.59638,33.193359,36010.084,40:36.8,-0.00001,-8.305
10.59638,33.112793,36011.246,40:38.0,-0.00001,-10.381
10.59638,32.871094,36012.41,40:39.2,-0.00001,-10.192
10.59638,33.273926,36013.573,40:40.3,-0.00001,-10.381
10.59638,33.112793,36014.735,40:41.5,-0.00001,-10.664
10.59638,33.112793,36015.897,40:42.7,-0.00001,-12.363
10.59638,33.193359,36017.059,40:43.8,-0.00001,-10.664
10.59638,33.112793,36018.221,40:45.0,-0.00001,-11.325
10.59639,33.112793,36019.385,40:46.1,-0.00001,-8.116
10.59638,33.112793,36020.547,40:47.3,-0.00001,-10.287
10.59638,33.032227,36021.71,40:48.5,-0.00001,-10.003
10.59638,32.95166,36022.872,40:49.6,-0.00001,-11.230
10.59638,33.112793,36024.035,40:50.8,-0.00001,-11.513
10.59638,33.112793,36025.198,40:52.0,-0.00001,-13.590
10.59638,32.95166,36026.37,40:53.1,-0.00001,-10.570
10.59638,33.193359,36027.532,40:54.3,-0.00001,-8.493
10.59638,33.193359,36028.694,40:55.5,-0.00001,-9.154
10.59638,33.193359,36029.858,40:56.6,-0.00001,-11.136
10.59638,33.193359,36031.021,40:57.8,-0.00001,-11.513
10.59638,33.354492,36032.182,40:58.9,-0.00001,-10.475
10.59638,33.112793,36033.344,41:00.1,-0.00001,-10.758
10.59638,33.273926,36034.507,41:01.3,-0.00001,-9.626
10.59638,32.548828,36035.669,41:02.4,-0.00001,-10.570
10.59638,33.193359,36036.833,41:03.6,-0.00001,-10.192
10.59638,33.273926,36038.005,41:04.8,-0.00001,-11.230
10.59638,33.112793,36039.168,41:05.9,-0.00001,-11.041
10.59638,33.273926,36040.33,41:07.1,-0.00001,-9.815
10.59638,33.032227,36041.492,41:08.3,-0.00001,-10.381
10.59638,33.193359,36042.655,41:09.4,-0.00001,-9.060
10.59638,33.112793,36043.817,41:10.6,-0.00001,-9.248
10.59638,33.032227,36044.979,41:11.7,-0.00001,-10.570
10.59638,33.112793,36046.142,41:12.9,-0.00001,-11.891
10.59638,33.112793,36047.306,41:14.1,-0.00001,-12.363
10.59638,33.112793,36048.479,41:15.2,-0.00001,-12.835
10.59638,33.112793,36049.64,41:16.4,-0.00001,-10.381
10.59638,33.032227,36050.803,41:17.6,-0.00001,-10.758
10.59638,32.629395,36051.965,41:18.7,-0.00001,-11.136
10.59638,33.112793,36053.128,41:19.9,-0.00001,-13.495
10.59638,33.112793,36054.301,41:21.1,-0.00002,-14.628
10.59638,33.112793,36055.462,41:22.2,-0.00002,-15.099
10.59638,33.112793,36056.625,41:23.4,-0.00002,-14.722
10.59638,33.112793,36057.788,41:24.5,-0.00002,-14.345
10.59638,33.273926,36058.95,41:25.7,-0.00001,-14.061
10.59638,33.032227,36060.113,41:26.9,-0.00002,-15.949
10.59638,33.193359,36061.274,41:28.0,-0.00002,-15.194
10.59638,33.032227,36062.437,41:29.2,-0.00002,-16.232
10.59638,32.629395,36063.599,41:30.4,-0.00002,-15.288
10.59638,33.112793,36064.761,41:31.5,-0.00002,-14.628
10.59638,33.273926,36065.925,41:32.7,-0.00001,-13.306
10.59638,33.193359,36067.097,41:33.9,-0.00002,-15.099
10.59638,33.112793,36068.259,41:35.0,-0.00002,-15.383
10.59638,33.112793,36069.421,41:36.2,-0.00002,-16.043
10.59638,33.273926,36070.583,41:37.3,-0.00002,-14.722
10.59638,33.032227,36071.748,41:38.5,-0.00002,-14.533
10.59638,33.032227,36072.919,41:39.7,-0.00001,-13.778
10.59638,33.112793,36074.081,41:40.8,-0.00001,-13.873
10.59638,33.596191,36075.243,41:42.0,-0.00002,-15.383
10.59638,33.112793,36076.406,41:43.2,-0.00001,-13.118
10.59638,33.193359,36077.568,41:44.3,-0.00002,-14.911
10.59638,32.709961,36078.731,41:45.5,-0.00001,-13.118
10.59638,33.032227,36079.893,41:46.7,-0.00001,-13.590
10.59638,33.032227,36081.055,41:47.8,-0.00001,-11.702
10.59638,33.193359,36082.221,41:49.0,-0.00001,-12.740
10.59638,33.032227,36083.391,41:50.1,-0.00001,-11.985
10.59638,33.999023,36084.564,41:51.3,-0.00001,-11.230
10.59638,33.112793,36085.726,41:52.5,-0.00001,-13.023
10.59638,33.193359,36086.888,41:53.6,-0.00001,-11.891
10.59638,33.112793,36088.05,41:54.8,-0.00001,-12.268
10.59638,33.354492,36089.213,41:56.0,-0.00001,-12.363
10.59638,33.032227,36090.377,41:57.1,-0.00002,-14.156
10.59638,33.032227,36091.538,41:58.3,-0.00002,-14.439
10.59638,33.032227,36092.701,41:59.5,-0.00001,-13.401
10.59638,33.354492,36093.863,42:00.6,-0.00001,-13.401
10.59638,33.273926,36095.026,42:01.8,-0.00001,-12.457
10.59638,33.112793,36096.189,42:02.9,-0.00001,-11.136
10.59638,33.032227,36097.35,42:04.1,-0.00001,-10.098
10.59638,33.032227,36098.513,42:05.3,-0.00001,-10.098
10.59638,33.193359,36099.676,42:06.4,-0.00001,-9.437
10.59638,33.032227,36100.838,42:07.6,-0.00001,-9.909
10.59638,33.032227,36102.011,42:08.8,-0.00001,-10.570
10.59638,33.112793,36103.173,42:09.9,-0.00001,-10.003
10.59638,33.032227,36104.336,42:11.1,-0.00001,-9.532
10.59638,33.112793,36105.498,42:12.3,-0.00001,-11.230
10.59638,33.032227,36106.66,42:13.4,-0.00001,-11.136
10.59638,33.112793,36107.824,42:14.6,-0.00001,-10.664
10.59639,32.468262,36108.985,42:15.7,-0.00001,-8.022
10.59638,33.112793,36110.147,42:16.9,-0.00001,-8.210
10.59638,33.032227,36111.313,42:18.1,-0.00001,-8.682
10.59638,33.032227,36112.482,42:19.2,-0.00001,-9.720
10.59638,33.193359,36113.646,42:20.4,-0.00001,-8.682
10.59638,33.112793,36114.806,42:21.6,-0.00001,-10.570
10.59638,32.95166,36115.97,42:22.7,-0.00001,-11.041
10.59638,33.112793,36117.133,42:23.9,-0.00001,-10.758
10.59638,33.032227,36118.304,42:25.1,-0.00001,-10.758
10.59638,33.273926,36119.468,42:26.2,-0.00001,-10.098
10.59638,33.273926,36120.63,42:27.4,-0.00001,-9.437
10.59638,33.193359,36121.792,42:28.6,-0.00001,-10.003
10.59638,33.112793,36122.955,42:29.7,-0.00001,-10.098
10.59638,33.515625,36124.117,42:30.9,-0.00001,-9.626
10.59638,33.032227,36125.28,42:32.0,-0.00001,-10.853
10.59638,33.032227,36126.441,42:33.2,-0.00001,-11.702
10.59638,33.032227,36127.605,42:34.4,-0.00001,-10.947
10.59639,33.032227,36128.766,42:35.5,-0.00001,-8.022
10.59638,33.032227,36129.929,42:36.7,-0.00001,-10.192
10.59638,32.548828,36131.092,42:37.9,-0.00001,-10.381
10.59638,33.837891,36132.254,42:39.0,-0.00001,-11.041
10.59638,33.032227,36133.416,42:40.2,-0.00001,-11.985
10.59638,32.629395,36134.579,42:41.3,-0.00001,-11.702
10.59638,33.032227,36135.741,42:42.5,-0.00001,-12.551
10.59638,32.95166,36136.904,42:43.7,-0.00001,-12.457
10.59638,33.273926,36138.066,42:44.8,-0.00001,-12.363
10.59638,33.193359,36139.229,42:46.0,-0.00001,-10.853
10.59638,32.95166,36140.393,42:47.2,-0.00001,-12.174
10.59638,33.032227,36141.564,42:48.3,-0.00001,-12.646
10.59638,33.112793,36142.737,42:49.5,-0.00002,-14.533
10.59638,32.629395,36143.899,42:50.7,-0.00001,-13.212
10.59638,33.032227,36145.061,42:51.8,-0.00001,-11.513
10.59638,33.032227,36146.223,42:53.0,-0.00001,-11.325
10.59638,32.95166,36147.387,42:54.1,-0.00001,-11.985
10.59638,33.273926,36148.56,42:55.3,-0.00002,-14.439
10.59638,33.112793,36149.721,42:56.5,-0.00002,-15.477
10.59638,33.032227,36150.884,42:57.6,-0.00002,-14.533
10.59638,32.95166,36152.047,42:58.8,-0.00001,-12.835
10.59638,33.112793,36153.209,43:00.0,-0.00001,-11.608
10.59638,33.193359,36154.372,43:01.1,-0.00001,-11.230
10.59638,33.032227,36155.545,43:02.3,-0.00001,-10.192
10.59638,33.032227,36156.706,43:03.5,-0.00001,-11.325
10.59638,33.032227,36157.868,43:04.6,-0.00001,-14.061
10.59638,32.871094,36159.031,43:05.8,-0.00001,-13.684
10.59638,33.112793,36160.194,43:07.0,-0.00001,-13.118
10.59638,32.95166,36161.356,43:08.1,-0.00002,-15.194
