voltage,temp,rel time,abs time,volt dif,ppm
10.59638,33.999023,18315.907,45:42.7,-0.00002,-14.722
10.59638,34.160156,18317.07,45:43.8,-0.00002,-14.816
10.59638,34.160156,18318.233,45:45.0,-0.00002,-16.609
10.59638,34.160156,18319.396,45:46.2,-0.00002,-16.515
10.59638,33.999023,18320.567,45:47.3,-0.00002,-16.232
10.59638,34.240723,18321.73,45:48.5,-0.00002,-16.043
10.59638,34.401855,18322.903,45:49.7,-0.00002,-16.138
10.59638,34.240723,18324.064,45:50.8,-0.00002,-14.911
10.59638,34.240723,18325.226,45:52.0,-0.00002,-15.666
10.59638,34.482422,18326.389,45:53.1,-0.00002,-14.911
10.59638,34.240723,18327.551,45:54.3,-0.00002,-16.232
10.59638,34.160156,18328.714,45:55.5,-0.00002,-15.383
10.59638,34.240723,18329.877,45:56.6,-0.00001,-13.495
10.59638,34.321289,18331.039,45:57.8,-0.00002,-15.666
10.59638,33.999023,18332.201,45:59.0,-0.00001,-13.590
10.59637,34.401855,18333.363,46:00.1,-0.00002,-19.346
10.59638,34.240723,18334.528,46:01.3,-0.00002,-15.949
10.59638,34.482422,18335.698,46:02.5,-0.00002,-15.194
10.59638,34.240723,18336.861,46:03.6,-0.00002,-14.345
10.59638,34.07959,18338.024,46:04.8,-0.00001,-13.684
10.59638,34.160156,18339.196,46:06.0,-0.00002,-14.816
10.59638,34.240723,18340.359,46:07.1,-0.00001,-13.590
10.59638,34.321289,18341.521,46:08.3,-0.00001,-12.457
10.59638,34.160156,18342.684,46:09.4,-0.00002,-14.345
10.59638,34.401855,18343.847,46:10.6,-0.00002,-15.854
10.59638,34.321289,18345.009,46:11.8,-0.00002,-15.194
10.59638,34.240723,18346.172,46:12.9,-0.00002,-14.816
10.59638,34.160156,18347.334,46:14.1,-0.00001,-13.873
10.59638,33.676758,18348.495,46:15.3,-0.00002,-15.099
10.59638,34.643555,18349.658,46:16.4,-0.00002,-15.194
10.59638,34.240723,18350.821,46:17.6,-0.00002,-16.326
10.59638,34.160156,18351.984,46:18.7,-0.00002,-15.666
10.59638,34.240723,18353.145,46:19.9,-0.00002,-15.854
10.59638,34.240723,18354.308,46:21.1,-0.00002,-14.816
10.59638,34.321289,18355.471,46:22.2,-0.00001,-13.495
10.59638,34.240723,18356.633,46:23.4,-0.00001,-14.061
10.59638,34.240723,18357.796,46:24.6,-0.00002,-14.816
10.59638,34.240723,18358.958,46:25.7,-0.00002,-14.911
10.59638,34.160156,18360.121,46:26.9,-0.00002,-15.571
10.59637,34.160156,18361.282,46:28.0,-0.00002,-17.648
10.59637,34.321289,18362.445,46:29.2,-0.00002,-18.686
10.59638,33.676758,18363.619,46:30.4,-0.00002,-15.666
10.59638,34.401855,18364.78,46:31.5,-0.00002,-16.421
10.59638,34.240723,18365.943,46:32.7,-0.00002,-16.043
10.59638,34.321289,18367.105,46:33.9,-0.00002,-15.949
10.59638,34.240723,18368.268,46:35.0,-0.00002,-16.138
10.59638,34.240723,18369.431,46:36.2,-0.00002,-16.798
10.59638,34.321289,18370.593,46:37.4,-0.00002,-15.383
10.59638,34.240723,18371.755,46:38.5,-0.00002,-15.005
10.59638,34.321289,18372.918,46:39.7,-0.00002,-15.571
10.59638,34.321289,18374.08,46:40.8,-0.00002,-14.250
10.59638,33.918457,18375.253,46:42.0,-0.00002,-14.816
10.59638,34.401855,18376.416,46:43.2,-0.00002,-15.949
10.59637,34.240723,18377.588,46:44.3,-0.00002,-18.308
10.59637,34.240723,18378.751,46:45.5,-0.00002,-18.308
10.59638,34.401855,18379.914,46:46.7,-0.00002,-16.893
10.59638,34.240723,18381.086,46:47.8,-0.00002,-17.081
10.59638,33.999023,18382.247,46:49.0,-0.00002,-16.609
10.59638,33.999023,18383.41,46:50.2,-0.00002,-17.081
10.59638,34.160156,18384.572,46:51.3,-0.00002,-16.515
10.59638,34.240723,18385.735,46:52.5,-0.00002,-16.515
10.59638,34.240723,18386.898,46:53.7,-0.00002,-16.138
10.59638,34.240723,18388.071,46:54.8,-0.00002,-15.383
10.59638,35.046387,18389.242,46:56.0,-0.00002,-15.571
10.59638,34.160156,18390.404,46:57.2,-0.00002,-15.005
10.59638,34.321289,18391.567,46:58.3,-0.00002,-14.156
10.59638,34.160156,18392.73,46:59.5,-0.00002,-15.194
10.59638,34.482422,18393.892,47:00.7,-0.00002,-15.288
10.59638,34.240723,18395.054,47:01.8,-0.00002,-15.005
10.59638,34.240723,18396.217,47:03.0,-0.00002,-14.250
10.59638,34.160156,18397.38,47:04.1,-0.00002,-14.628
10.59638,34.240723,18398.553,47:05.3,-0.00001,-13.873
10.59638,34.160156,18399.714,47:06.5,-0.00001,-12.646
10.59638,34.160156,18400.876,47:07.6,-0.00001,-11.608
10.59638,34.160156,18402.04,47:08.8,-0.00001,-13.967
10.59638,34.240723,18403.202,47:10.0,-0.00002,-14.156
10.59638,34.321289,18404.365,47:11.1,-0.00001,-13.212
10.59638,34.240723,18405.527,47:12.3,-0.00001,-13.778
10.59638,34.240723,18406.69,47:13.4,-0.00002,-14.156
10.59638,34.401855,18407.854,47:14.6,-0.00001,-13.118
10.59638,34.482422,18409.024,47:15.8,-0.00002,-14.439
10.59638,33.918457,18410.188,47:16.9,-0.00002,-14.816
10.59638,34.240723,18411.35,47:18.1,-0.00002,-15.194
10.59638,33.999023,18412.512,47:19.3,-0.00002,-15.288
10.59638,34.321289,18413.674,47:20.4,-0.00001,-13.684
10.59638,34.07959,18414.837,47:21.6,-0.00002,-14.816
10.59638,33.837891,18416.01,47:22.8,-0.00002,-14.533
10.59638,34.160156,18417.172,47:23.9,-0.00001,-13.118
10.59638,34.160156,18418.334,47:25.1,-0.00001,-12.835
10.59638,34.401855,18419.497,47:26.3,-0.00001,-13.495
10.59638,34.07959,18420.659,47:27.4,-0.00002,-14.156
10.59638,34.240723,18421.823,47:28.6,-0.00002,-15.194
10.59638,34.07959,18422.984,47:29.7,-0.00002,-14.911
10.59638,33.596191,18424.147,47:30.9,-0.00001,-13.306
10.59638,33.999023,18425.309,47:32.1,-0.00002,-14.250
10.59638,34.321289,18426.472,47:33.2,-0.00002,-14.628
10.59638,34.321289,18427.645,47:34.4,-0.00001,-13.306
10.59638,34.562988,18428.807,47:35.6,-0.00001,-12.835
10.59638,34.160156,18429.97,47:36.7,-0.00002,-14.628
10.59638,34.160156,18431.132,47:37.9,-0.00002,-16.609
10.59638,34.160156,18432.294,47:39.1,-0.00002,-14.816
10.59638,34.401855,18433.457,47:40.2,-0.00002,-15.854
10.59638,34.240723,18434.619,47:41.4,-0.00002,-14.156
10.59638,33.757324,18435.782,47:42.5,-0.00001,-13.495
10.59638,34.240723,18436.945,47:43.7,-0.00001,-13.495
10.59638,35.126953,18438.108,47:44.9,-0.00002,-14.911
10.59638,34.321289,18439.281,47:46.0,-0.00002,-16.232
10.59638,34.240723,18440.442,47:47.2,-0.00002,-15.099
10.59638,34.321289,18441.605,47:48.4,-0.00002,-15.288
10.59638,34.240723,18442.768,47:49.5,-0.00002,-14.345
10.59638,34.240723,18443.93,47:50.7,-0.00002,-14.439
10.59638,33.999023,18445.093,47:51.9,-0.00002,-14.533
10.59638,34.240723,18446.265,47:53.0,-0.00002,-15.383
10.59638,34.401855,18447.428,47:54.2,-0.00002,-14.628
10.59638,34.160156,18448.59,47:55.3,-0.00001,-13.590
10.59638,34.240723,18449.752,47:56.5,-0.00001,-12.646
10.59638,34.240723,18450.915,47:57.7,-0.00001,-11.325
10.59638,34.321289,18452.077,47:58.8,-0.00001,-13.967
10.59638,34.240723,18453.239,48:00.0,-0.00002,-14.533
10.59638,34.240723,18454.404,48:01.2,-0.00002,-15.383
10.59638,34.240723,18455.574,48:02.3,-0.00002,-14.722
10.59638,34.07959,18456.747,48:03.5,-0.00002,-14.156
10.59638,34.160156,18457.909,48:04.7,-0.00002,-14.250
10.59638,34.885254,18459.072,48:05.8,-0.00002,-14.722
10.59638,34.240723,18460.235,48:07.0,-0.00002,-14.911
10.59638,34.240723,18461.397,48:08.2,-0.00002,-15.288
10.59638,33.999023,18462.569,48:09.3,-0.00001,-13.401
10.59638,33.676758,18463.732,48:10.5,-0.00001,-13.212
10.59638,34.160156,18464.893,48:11.7,-0.00001,-12.080
10.59638,34.160156,18466.055,48:12.8,-0.00001,-12.929
10.59638,34.240723,18467.218,48:14.0,-0.00001,-12.835
10.59638,34.240723,18468.381,48:15.1,-0.00001,-13.023
10.59638,34.240723,18469.544,48:16.3,-0.00001,-12.929
10.59638,33.918457,18470.706,48:17.5,-0.00001,-14.061
10.59638,34.240723,18471.868,48:18.6,-0.00001,-13.401
10.59638,34.321289,18473.031,48:19.8,-0.00002,-14.911
10.59638,34.401855,18474.193,48:21.0,-0.00001,-13.873
10.59638,34.401855,18475.356,48:22.1,-0.00002,-14.345
10.59638,34.240723,18476.517,48:23.3,-0.00002,-16.893
10.59638,34.160156,18477.68,48:24.4,-0.00002,-15.383
10.59638,34.240723,18478.842,48:25.6,-0.00001,-13.306
10.59638,34.240723,18480.005,48:26.8,-0.00002,-14.911
10.59638,34.160156,18481.168,48:27.9,-0.00001,-13.778
10.59638,34.401855,18482.34,48:29.1,-0.00001,-13.401
10.59638,34.562988,18483.502,48:30.3,-0.00001,-13.495
10.59638,34.160156,18484.664,48:31.4,-0.00002,-15.194
10.59638,34.240723,18485.827,48:32.6,-0.00002,-15.949
10.59638,34.240723,18486.99,48:33.7,-0.00002,-15.760
10.59637,34.321289,18488.163,48:34.9,-0.00002,-17.648
10.59638,34.321289,18489.324,48:36.1,-0.00001,-13.967
10.59638,35.20752,18490.489,48:37.2,-0.00002,-14.911
10.59638,34.240723,18491.659,48:38.4,-0.00002,-16.421
10.59638,33.999023,18492.822,48:39.6,-0.00002,-17.270
10.59638,33.918457,18493.985,48:40.7,-0.00002,-17.081
10.59638,34.321289,18495.146,48:41.9,-0.00002,-14.628
10.59638,34.160156,18496.311,48:43.1,-0.00002,-16.326
10.59638,34.401855,18497.472,48:44.2,-0.00002,-16.421
10.59638,34.321289,18498.634,48:45.4,-0.00002,-14.816
10.59638,33.918457,18499.797,48:46.6,-0.00002,-15.477
10.59638,34.321289,18500.959,48:47.7,-0.00002,-17.081
10.59638,34.160156,18502.123,48:48.9,-0.00002,-16.138
10.59638,34.160156,18503.284,48:50.0,-0.00002,-16.232
10.59638,33.999023,18504.446,48:51.2,-0.00002,-14.722
10.59638,34.401855,18505.61,48:52.4,-0.00002,-14.156
10.59638,34.240723,18506.772,48:53.5,-0.00002,-14.345
10.59638,34.240723,18507.935,48:54.7,-0.00002,-14.816
10.59638,34.562988,18509.096,48:55.9,-0.00002,-15.005
10.59638,34.482422,18510.259,48:57.0,-0.00002,-14.250
10.59638,34.240723,18511.423,48:58.2,-0.00001,-13.967
10.59638,34.240723,18512.584,48:59.3,-0.00001,-12.551
10.59638,34.240723,18513.748,49:00.5,-0.00001,-13.118
10.59638,34.240723,18514.91,49:01.7,-0.00001,-13.212
10.59638,34.482422,18516.071,49:02.8,-0.00002,-15.005
10.59638,34.160156,18517.234,49:04.0,-0.00002,-16.515
10.59638,35.046387,18518.397,49:05.2,-0.00002,-16.893
10.59638,34.240723,18519.56,49:06.3,-0.00002,-17.270
10.59638,34.240723,18520.733,49:07.5,-0.00002,-14.533
10.59638,34.240723,18521.894,49:08.7,-0.00002,-14.156
10.59638,33.837891,18523.056,49:09.8,-0.00002,-14.439
10.59638,34.240723,18524.219,49:11.0,-0.00002,-14.345
10.59638,33.757324,18525.382,49:12.1,-0.00001,-13.118
10.59638,34.240723,18526.545,49:13.3,-0.00002,-14.628
10.59638,34.321289,18527.706,49:14.5,-0.00001,-13.873
10.59638,34.240723,18528.869,49:15.6,-0.00001,-13.401
10.59638,34.562988,18530.042,49:16.8,-0.00002,-16.232
10.59638,34.885254,18531.206,49:18.0,-0.00002,-16.232
10.59638,33.918457,18532.376,49:19.1,-0.00002,-15.477
10.59638,33.837891,18533.537,49:20.3,-0.00002,-16.043
10.59638,34.160156,18534.7,49:21.5,-0.00002,-15.666
10.59638,34.240723,18535.862,49:22.6,-0.00002,-14.628
10.59637,35.046387,18537.025,49:23.8,-0.00002,-18.969
10.59638,34.321289,18538.188,49:24.9,-0.00002,-17.364
10.59637,34.482422,18539.35,49:26.1,-0.00002,-18.969
10.59638,33.999023,18540.513,49:27.3,-0.00002,-17.081
10.59638,34.321289,18541.674,49:28.4,-0.00002,-15.477
10.59638,33.596191,18542.837,49:29.6,-0.00002,-15.477
10.59638,34.240723,18544,49:30.8,-0.00002,-17.270
10.59637,33.999023,18545.163,49:31.9,-0.00002,-17.648
10.59637,33.999023,18546.325,49:33.1,-0.00002,-17.742
10.59638,34.240723,18547.488,49:34.2,-0.00002,-17.176
10.59638,35.20752,18548.65,49:35.4,-0.00002,-16.893
10.59638,34.160156,18549.813,49:36.6,-0.00002,-15.666
10.59638,34.160156,18550.974,49:37.7,-0.00002,-15.854
10.59638,34.321289,18552.138,49:38.9,-0.00002,-16.421
10.59638,34.240723,18553.3,49:40.1,-0.00002,-17.364
10.59638,34.321289,18554.463,49:41.2,-0.00002,-15.571
10.59638,34.160156,18555.636,49:42.4,-0.00002,-17.459
10.59638,34.240723,18556.798,49:43.6,-0.00002,-16.138
10.59638,34.482422,18557.96,49:44.7,-0.00001,-13.873
10.59638,34.321289,18559.123,49:45.9,-0.00001,-13.590
10.59638,34.321289,18560.285,49:47.0,-0.00001,-13.306
10.59638,34.240723,18561.448,49:48.2,-0.00002,-14.533
10.59638,34.160156,18562.61,49:49.4,-0.00001,-13.495
10.59638,34.160156,18563.773,49:50.5,-0.00002,-16.138
10.59638,33.999023,18564.934,49:51.7,-0.00002,-15.854
10.59638,34.160156,18566.098,49:52.9,-0.00002,-16.232
10.59638,34.482422,18567.261,49:54.0,-0.00002,-15.005
10.59638,34.240723,18568.423,49:55.2,-0.00002,-14.439
10.59638,34.240723,18569.585,49:56.3,-0.00002,-15.666
10.59638,34.562988,18570.747,49:57.5,-0.00002,-16.326
10.59638,34.160156,18571.91,49:58.7,-0.00002,-16.421
10.59638,34.07959,18573.073,49:59.8,-0.00002,-16.893
10.59638,34.401855,18574.246,50:01.0,-0.00001,-13.023
10.59638,34.401855,18575.408,50:02.2,-0.00002,-14.250
10.59638,34.160156,18576.571,50:03.3,-0.00001,-13.212
10.59638,34.240723,18577.733,50:04.5,-0.00002,-14.533
10.59638,34.240723,18578.896,50:05.7,-0.00002,-14.816
10.59638,34.160156,18580.058,50:06.8,-0.00001,-13.778
10.59638,34.401855,18581.22,50:08.0,-0.00002,-14.816
10.59638,34.160156,18582.382,50:09.1,-0.00002,-14.345
10.59638,34.240723,18583.544,50:10.3,-0.00002,-16.326
10.59638,34.160156,18584.707,50:11.5,-0.00002,-14.628
10.59638,34.240723,18585.871,50:12.6,-0.00001,-14.061
10.59638,34.07959,18587.032,50:13.8,-0.00001,-13.684
10.59638,34.482422,18588.195,50:15.0,-0.00001,-12.268
10.59638,33.999023,18589.358,50:16.1,-0.00001,-13.778
10.59638,34.240723,18590.52,50:17.3,-0.00002,-15.854
10.59638,33.676758,18591.683,50:18.4,-0.00002,-15.949
10.59637,34.240723,18592.845,50:19.6,-0.00002,-18.308
10.59638,34.160156,18594.007,50:20.8,-0.00002,-14.722
10.59638,33.354492,18595.171,50:21.9,-0.00001,-13.590
10.59638,34.401855,18596.342,50:23.1,-0.00002,-15.194
10.59638,34.401855,18597.515,50:24.3,-0.00001,-13.306
10.59638,34.401855,18598.677,50:25.4,-0.00001,-13.778
10.59638,34.482422,18599.839,50:26.6,-0.00002,-14.250
10.59638,33.999023,18601.002,50:27.8,-0.00001,-13.778
10.59638,34.240723,18602.164,50:28.9,-0.00002,-14.439
10.59638,33.757324,18603.327,50:30.1,-0.00001,-12.080
10.59638,34.321289,18604.488,50:31.2,-0.00001,-12.740
10.59638,34.321289,18605.651,50:32.4,-0.00001,-13.778
10.59638,34.401855,18606.814,50:33.6,-0.00001,-13.401
10.59638,34.07959,18607.976,50:34.7,-0.00001,-13.023
10.59638,34.160156,18609.139,50:35.9,-0.00002,-14.250
10.59638,34.96582,18610.301,50:37.1,-0.00001,-12.551
10.59638,33.918457,18611.463,50:38.2,-0.00002,-16.609
10.59638,34.160156,18612.626,50:39.4,-0.00002,-14.439
10.59638,34.321289,18613.788,50:40.5,-0.00001,-13.778
10.59638,34.160156,18614.951,50:41.7,-0.00001,-13.212
10.59638,34.240723,18616.114,50:42.9,-0.00002,-16.326
10.59638,34.482422,18617.276,50:44.0,-0.00002,-16.138
10.59638,34.160156,18618.442,50:45.2,-0.00002,-17.081
10.59638,34.240723,18619.611,50:46.4,-0.00002,-16.326
10.59638,34.240723,18620.773,50:47.5,-0.00002,-15.760
10.59638,34.240723,18621.936,50:48.7,-0.00002,-15.571
10.59638,34.160156,18623.098,50:49.9,-0.00002,-16.326
10.59638,34.07959,18624.262,50:51.0,-0.00001,-13.873
10.59638,34.160156,18625.433,50:52.2,-0.00002,-16.421
10.59638,34.160156,18626.595,50:53.4,-0.00002,-17.364
10.59637,34.240723,18627.758,50:54.5,-0.00002,-18.686
10.59638,34.240723,18628.92,50:55.7,-0.00002,-16.893
10.59638,34.240723,18630.082,50:56.8,-0.00001,-13.778
10.59638,34.321289,18631.245,50:58.0,-0.00002,-14.345
10.59638,34.240723,18632.407,50:59.2,-0.00002,-15.666
10.59638,34.160156,18633.571,51:00.3,-0.00002,-15.194
10.59638,34.321289,18634.743,51:01.5,-0.00002,-15.666
10.59638,34.240723,18635.905,51:02.7,-0.00002,-15.383
10.59638,34.240723,18637.068,51:03.8,-0.00002,-16.421
10.59638,34.160156,18638.229,51:05.0,-0.00002,-15.005
10.59638,34.240723,18639.393,51:06.2,-0.00002,-14.628
10.59638,34.321289,18640.556,51:07.3,-0.00002,-14.533
10.59637,34.401855,18641.727,51:08.5,-0.00002,-17.648
10.59638,34.240723,18642.889,51:09.6,-0.00002,-14.156
10.59638,34.401855,18644.051,51:10.8,-0.00002,-15.288
10.59638,33.999023,18645.214,51:12.0,-0.00002,-14.156
10.59638,33.676758,18646.378,51:13.1,-0.00001,-13.778
10.59638,34.321289,18647.539,51:14.3,-0.00001,-13.306
10.59638,34.643555,18648.701,51:15.5,-0.00001,-13.590
10.59638,34.401855,18649.864,51:16.6,-0.00001,-13.118
10.59638,34.160156,18651.027,51:17.8,-0.00002,-15.005
10.59638,34.240723,18652.199,51:19.0,-0.00002,-15.760
10.59638,34.562988,18653.362,51:20.1,-0.00001,-13.967
10.59638,34.401855,18654.524,51:21.3,-0.00001,-13.778
10.59638,34.07959,18655.686,51:22.4,-0.00001,-13.118
10.59638,34.240723,18656.849,51:23.6,-0.00001,-11.419
10.59638,34.240723,18658.011,51:24.8,-0.00001,-11.796
10.59638,33.999023,18659.176,51:25.9,-0.00001,-12.363
10.59638,33.435059,18660.347,51:27.1,-0.00002,-14.250
10.59638,34.240723,18661.519,51:28.3,-0.00002,-15.477
10.59638,34.321289,18662.68,51:29.4,-0.00002,-16.515
10.59638,34.321289,18663.844,51:30.6,-0.00001,-13.873
10.59638,34.321289,18665.007,51:31.8,-0.00002,-14.816
10.59638,34.240723,18666.18,51:32.9,-0.00001,-12.174
10.59638,34.321289,18667.341,51:34.1,-0.00001,-12.551
10.59638,34.160156,18668.504,51:35.3,-0.00001,-12.835
10.59638,34.562988,18669.677,51:36.4,-0.00001,-11.702
10.59638,34.482422,18670.85,51:37.6,-0.00001,-12.740
10.59638,34.240723,18672.013,51:38.8,-0.00001,-13.873
10.59638,34.321289,18673.185,51:39.9,-0.00002,-15.005
10.59638,34.160156,18674.358,51:41.1,-0.00002,-16.704
10.59638,34.240723,18675.53,51:42.3,-0.00002,-15.666
10.59638,34.321289,18676.691,51:43.5,-0.00001,-12.646
10.59638,34.160156,18677.854,51:44.6,-0.00001,-11.796
10.59638,34.321289,18679.016,51:45.8,-0.00001,-11.702
10.59638,34.160156,18680.18,51:46.9,-0.00001,-12.080
10.59638,33.435059,18681.352,51:48.1,-0.00001,-12.457
10.59638,34.160156,18682.514,51:49.3,-0.00002,-15.949
10.59638,34.240723,18683.676,51:50.4,-0.00002,-15.099
10.59638,34.240723,18684.838,51:51.6,-0.00002,-15.005
10.59638,34.321289,18686,51:52.8,-0.00002,-14.722
10.59638,34.321289,18687.163,51:53.9,-0.00001,-13.118
10.59638,33.918457,18688.329,51:55.1,-0.00001,-12.740
10.59638,34.07959,18689.498,51:56.3,-0.00001,-13.967
10.59638,34.321289,18690.661,51:57.4,-0.00002,-16.515
10.59638,34.240723,18691.823,51:58.6,-0.00002,-17.081
10.59638,34.07959,18692.985,51:59.7,-0.00001,-12.835
10.59638,34.482422,18694.152,52:00.9,-0.00001,-13.967
10.59638,34.160156,18695.321,52:02.1,-0.00001,-13.495
10.59638,34.160156,18696.483,52:03.2,-0.00002,-15.099
10.59638,34.160156,18697.645,52:04.4,-0.00002,-17.081
10.59638,34.401855,18698.807,52:05.6,-0.00002,-15.760
10.59638,35.046387,18699.972,52:06.7,-0.00002,-17.081
10.59638,34.160156,18701.133,52:07.9,-0.00002,-14.816
10.59638,34.240723,18702.296,52:09.1,-0.00001,-13.118
10.59638,34.160156,18703.458,52:10.2,-0.00002,-14.533
10.59638,34.321289,18704.621,52:11.4,-0.00001,-13.778
10.59638,34.240723,18705.784,52:12.5,-0.00001,-14.061
10.59638,34.482422,18706.946,52:13.7,-0.00002,-14.250
10.59638,34.321289,18708.108,52:14.9,-0.00002,-16.515
10.59638,34.321289,18709.271,52:16.0,-0.00002,-15.949
10.59638,34.321289,18710.432,52:17.2,-0.00002,-15.666
10.59638,34.240723,18711.596,52:18.4,-0.00001,-13.590
10.59638,34.07959,18712.769,52:19.5,-0.00001,-12.835
10.59638,34.482422,18713.931,52:20.7,-0.00001,-12.646
10.59638,34.321289,18715.093,52:21.9,-0.00001,-12.363
10.59638,33.354492,18716.256,52:23.0,-0.00001,-10.664
10.59638,34.160156,18717.419,52:24.2,-0.00001,-11.041
10.59638,34.240723,18718.581,52:25.3,-0.00001,-11.136
10.59638,34.482422,18719.743,52:26.5,-0.00001,-12.646
10.59638,34.240723,18720.906,52:27.7,-0.00002,-14.439
10.59638,34.240723,18722.068,52:28.8,-0.00001,-12.646
10.59638,34.240723,18723.233,52:30.0,-0.00001,-12.551
10.59638,34.240723,18724.403,52:31.2,-0.00001,-13.118
10.59638,33.999023,18725.565,52:32.3,-0.00001,-12.740
10.59638,34.321289,18726.728,52:33.5,-0.00001,-12.929
10.59638,34.160156,18727.891,52:34.6,-0.00001,-13.306
10.59638,34.240723,18729.056,52:35.8,-0.00001,-13.778
10.59638,34.160156,18730.227,52:37.0,-0.00002,-14.439
10.59638,34.321289,18731.399,52:38.2,-0.00001,-12.268
10.59638,34.240723,18732.561,52:39.3,-0.00001,-12.551
10.59638,34.160156,18733.723,52:40.5,-0.00002,-14.250
10.59638,34.321289,18734.886,52:41.6,-0.00001,-13.023
10.59638,34.401855,18736.048,52:42.8,-0.00001,-12.835
10.59638,34.240723,18737.211,52:44.0,-0.00002,-14.533
10.59638,34.401855,18738.374,52:45.1,-0.00002,-15.194
10.59638,34.321289,18739.536,52:46.3,-0.00002,-16.893
10.59637,34.321289,18740.699,52:47.5,-0.00002,-18.214
10.59637,33.999023,18741.861,52:48.6,-0.00002,-19.252
10.59638,34.160156,18743.024,52:49.8,-0.00002,-16.515
10.59638,34.321289,18744.186,52:50.9,-0.00002,-15.288
10.59638,34.321289,18745.349,52:52.1,-0.00002,-17.081
10.59638,34.401855,18746.522,52:53.3,-0.00002,-15.760
10.59638,34.240723,18747.694,52:54.5,-0.00002,-17.270
10.59638,34.160156,18748.856,52:55.6,-0.00002,-16.515
10.59638,34.321289,18750.018,52:56.8,-0.00002,-16.798
10.59638,34.321289,18751.182,52:57.9,-0.00001,-14.061
10.59638,34.07959,18752.344,52:59.1,-0.00002,-16.043
10.59638,34.160156,18753.506,53:00.3,-0.00002,-15.005
10.59638,34.240723,18754.669,53:01.4,-0.00001,-13.684
10.59638,34.160156,18755.831,53:02.6,-0.00002,-17.176
10.59638,34.321289,18756.994,53:03.8,-0.00002,-17.176
10.59637,34.160156,18758.157,53:04.9,-0.00002,-17.648
10.59638,34.240723,18759.328,53:06.1,-0.00002,-15.666
10.59638,34.160156,18760.49,53:07.2,-0.00002,-15.194
10.59638,34.562988,18761.653,53:08.4,-0.00002,-14.628
10.59638,33.999023,18762.815,53:09.6,-0.00002,-16.609
10.59638,33.999023,18763.979,53:10.7,-0.00002,-14.439
10.59638,34.240723,18765.14,53:11.9,-0.00002,-15.854
10.59638,34.321289,18766.302,53:13.1,-0.00002,-14.533
10.59638,33.999023,18767.464,53:14.2,-0.00001,-13.684
10.59638,33.273926,18768.628,53:15.4,-0.00002,-14.250
10.59638,33.757324,18769.791,53:16.5,-0.00001,-12.646
10.59638,34.07959,18770.963,53:17.7,-0.00001,-12.080
10.59638,34.07959,18772.125,53:18.9,-0.00001,-13.212
10.59638,33.918457,18773.288,53:20.0,-0.00001,-13.306
10.59638,34.160156,18774.45,53:21.2,-0.00002,-14.722
10.59638,34.482422,18775.612,53:22.4,-0.00001,-13.306
10.59638,34.562988,18776.775,53:23.5,-0.00001,-11.796
10.59638,34.160156,18777.936,53:24.7,-0.00001,-12.740
10.59638,34.401855,18779.099,53:25.9,-0.00001,-12.929
10.59638,34.160156,18780.261,53:27.0,-0.00001,-13.684
10.59638,34.160156,18781.424,53:28.2,-0.00002,-14.628
10.59638,34.240723,18782.588,53:29.3,-0.00002,-14.250
10.59638,33.596191,18783.748,53:30.5,-0.00001,-12.268
10.59638,33.999023,18784.912,53:31.7,-0.00001,-12.457
10.59638,33.837891,18786.073,53:32.8,-0.00001,-13.118
10.59638,34.07959,18787.236,53:34.0,-0.00001,-12.929
10.59638,34.321289,18788.4,53:35.2,-0.00001,-12.268
10.59638,34.240723,18789.561,53:36.3,-0.00001,-13.778
10.59638,34.321289,18790.723,53:37.5,-0.00001,-12.363
10.59638,34.321289,18791.887,53:38.6,-0.00001,-13.118
10.59638,34.160156,18793.049,53:39.8,-0.00001,-13.401
10.59638,34.240723,18794.212,53:41.0,-0.00001,-13.023
10.59638,34.401855,18795.375,53:42.1,-0.00001,-13.023
10.59638,34.885254,18796.536,53:43.3,-0.00001,-12.551
10.59638,34.160156,18797.699,53:44.5,-0.00001,-13.590
10.59638,34.240723,18798.861,53:45.6,-0.00001,-12.929
10.59638,34.240723,18800.024,53:46.8,-0.00001,-14.061
10.59638,34.240723,18801.188,53:47.9,-0.00002,-15.288
10.59638,34.321289,18802.348,53:49.1,-0.00002,-14.439
10.59638,34.240723,18803.511,53:50.3,-0.00002,-15.099
10.59638,34.321289,18804.674,53:51.4,-0.00002,-14.816
10.59638,34.160156,18805.837,53:52.6,-0.00002,-14.439
10.59638,34.240723,18807.01,53:53.8,-0.00002,-14.816
10.59638,34.321289,18808.172,53:54.9,-0.00001,-13.212
10.59638,34.240723,18809.334,53:56.1,-0.00002,-15.194
10.59638,34.240723,18810.496,53:57.3,-0.00001,-13.118
10.59638,34.321289,18811.66,53:58.4,-0.00002,-14.439
10.59638,33.837891,18812.822,53:59.6,-0.00002,-15.666
10.59638,34.07959,18813.984,54:00.7,-0.00002,-15.477
10.59638,33.837891,18815.147,54:01.9,-0.00002,-14.533
10.59638,34.401855,18816.309,54:03.1,-0.00002,-14.533
10.59638,33.596191,18817.471,54:04.2,-0.00001,-13.212
10.59638,34.321289,18818.634,54:05.4,-0.00001,-13.212
10.59638,34.401855,18819.797,54:06.6,-0.00002,-15.005
10.59638,34.321289,18820.959,54:07.7,-0.00002,-15.383
10.59638,34.482422,18822.121,54:08.9,-0.00002,-14.816
