pwmcount, residuebefore, residueafter,diff,scaling
5,1839,2032,193,0.518205
5,2075,2220,145,0.389325
5,2261,1471,-790,-2.12115
5,1511,1863,352,0.94512
5,1907,2200,293,0.786705
5,2243,1649,-594,-1.59489
5,1693,1949,256,0.68736
5,1990,1981,-9,-0.024165
5,2022,1797,-225,-0.604125
5,1837,2132,295,0.792075
5,2175,1895,-280,-0.7518
5,1940,1603,-337,-0.904845
5,1647,2094,447,1.200195
5,2137,1915,-222,-0.59607
5,1960,2247,287,0.770595
5,2292,2124,-168,-0.45108
5,2168,1677,-491,-1.318335
5,1719,1711,-8,-0.02148
5,1751,2000,249,0.668565
5,2044,2023,-21,-0.056385
5,2065,1687,-378,-1.01493
5,1728,1867,139,0.373215
5,1910,1631,-279,-0.749115
5,1675,1937,262,0.70347
5,1980,1708,-272,-0.73032
5,1749,1697,-52,-0.13962
5,1739,1790,51,0.136935
5,1830,1449,-381,-1.022985
5,1491,2007,516,1.38546
5,2047,1723,-324,-0.86994
5,1764,1746,-18,-0.04833
5,1788,2196,408,1.09548
5,2239,1699,-540,-1.4499
5,1742,2047,305,0.818925
5,2089,1915,-174,-0.46719
5,1962,1942,-20,-0.0537
5,1983,1869,-114,-0.30609
5,1910,2156,246,0.66051
5,2200,1972,-228,-0.61218
5,2014,2159,145,0.389325
5,2202,1821,-381,-1.022985
5,1861,2069,208,0.55848
5,2111,1847,-264,-0.70884
5,1889,1465,-424,-1.13844
5,1506,2183,677,1.817745
5,2226,1727,-499,-1.339815
5,1769,1759,-10,-0.02685
5,1797,2000,203,0.545055
5,2043,1980,-63,-0.169155
5,2021,1795,-226,-0.60681
5,1835,1775,-60,-0.1611
5,1818,1969,151,0.405435
5,2011,1743,-268,-0.71958
5,1784,1871,87,0.233595
5,1912,1683,-229,-0.614865
5,1726,1659,-67,-0.179895
5,1700,1791,91,0.244335
5,1834,1717,-117,-0.314145
5,1759,2061,302,0.81087
5,2103,2351,248,0.66588
5,2395,2020,-375,-1.006875
5,2063,1679,-384,-1.03104
5,1719,2082,363,0.974655
5,2125,2158,33,0.088605
5,2202,2401,199,0.534315
5,2444,2120,-324,-0.86994
5,2166,2248,82,0.22017
5,2291,1861,-430,-1.15455
5,1903,2212,309,0.829665
5,2255,1515,-740,-1.9869
5,1556,2069,513,1.377405
5,2111,1992,-119,-0.319515
5,2035,2232,197,0.528945
5,2276,1627,-649,-1.742565
5,1669,1511,-158,-0.42423
5,1556,1545,-11,-0.029535
5,1587,1934,347,0.931695
5,1976,1907,-69,-0.185265
5,1956,1523,-433,-1.162605
5,1567,1964,397,1.065945
5,2006,1881,-125,-0.335625
5,1926,1499,-427,-1.146495
5,1543,1675,132,0.35442
5,1719,1807,88,0.23628
5,1848,1573,-275,-0.738375
5,1615,2179,564,1.51434
5,2223,1731,-492,-1.32102
5,1775,2182,407,1.092795
5,2223,2156,-67,-0.179895
5,2199,2184,-15,-0.040275
5,2228,1843,-385,-1.033725
5,1884,1663,-221,-0.593385
5,1704,1687,-17,-0.045645
5,1729,2394,665,1.785525
5,2437,2062,-375,-1.006875
5,2107,2350,243,0.652455
5,2392,2011,-381,-1.022985
5,2053,2140,87,0.233595
5,2182,2005,-177,-0.475245
5,2047,1926,-121,-0.324885
5,1968,2220,252,0.67662
5,2263,1677,-586,-1.57341
5,1719,1605,-114,-0.30609
5,1645,2360,715,1.919775
5,2403,1815,-588,-1.57878
5,1856,1735,-121,-0.324885
5,1777,2083,306,0.82161
5,2127,1593,-534,-1.43379
5,1633,1687,54,0.14499
5,1728,1663,-65,-0.174525
5,1708,2005,297,0.797445
5,2047,1769,-278,-0.74643
5,1811,1998,187,0.502095
5,2041,2179,138,0.37053
5,2223,1887,-336,-0.90216
5,1930,1549,-381,-1.022985
5,1590,1631,41,0.110085
5,1672,1968,296,0.79476
5,2010,1581,-429,-1.151865
5,1622,1709,87,0.233595
5,1751,1691,-60,-0.1611
5,1734,1871,137,0.367845
5,1914,1742,-172,-0.46182
5,1784,1977,193,0.518205
5,2019,1531,-488,-1.31028
5,1573,2190,617,1.656645
5,2235,1847,-388,-1.04178
5,1887,1767,-120,-0.3222
5,1807,1785,-22,-0.05907
5,1827,2285,458,1.22973
5,2328,1681,-647,-1.737195
5,1724,1759,35,0.093975
5,1804,1479,-325,-0.872625
5,1521,2296,775,2.080875
5,2338,1911,-427,-1.146495
5,1954,2090,136,0.36516
5,2135,1863,-272,-0.73032
5,1905,2099,194,0.52089
5,2142,2132,-10,-0.02685
5,2175,1843,-332,-0.89142
5,1885,1983,98,0.26313
5,2024,1793,-231,-0.620235
5,1835,2023,188,0.50478
5,2066,2052,-14,-0.03759
5,2095,2185,90,0.24165
5,2231,1996,-235,-0.630975
5,2040,1871,-169,-0.453765
5,1913,1479,-434,-1.16529
5,1520,1871,351,0.942435
5,1914,2268,354,0.95049
5,2311,1875,-436,-1.17066
5,1915,1641,-274,-0.73569
5,1683,2186,503,1.350555
5,2230,2109,-121,-0.324885
5,2151,2185,34,0.09129
5,2228,1785,-443,-1.189455
5,1826,1811,-15,-0.040275
5,1855,1731,-124,-0.33294
5,1772,1855,83,0.222855
5,1899,2301,402,1.07937
5,2343,2122,-221,-0.593385
5,2165,1945,-220,-0.5907
5,1986,1911,-75,-0.201375
5,1956,2208,252,0.67662
5,2251,2127,-124,-0.33294
5,2171,1995,-176,-0.47256
5,2037,1503,-534,-1.43379
5,1547,1485,-62,-0.16647
5,1525,1771,246,0.66051
5,1813,2069,256,0.68736
5,2111,2194,83,0.222855
5,2237,2224,-13,-0.034905
5,2271,2146,-125,-0.335625
5,2191,2244,53,0.142305
5,2287,2119,-168,-0.45108
5,2163,1567,-596,-1.60026
5,1611,2177,566,1.51971
5,2222,1950,-272,-0.73032
5,1992,1551,-441,-1.184085
5,1593,1783,190,0.51015
5,1827,1970,143,0.383955
5,2013,1467,-546,-1.46601
5,1510,2370,860,2.3091
5,2415,2236,-179,-0.480615
5,2281,1741,-540,-1.4499
5,1782,2239,457,1.227045
5,2281,1855,-426,-1.14381
5,1898,1993,95,0.255075
5,2037,1901,-136,-0.36516
5,1945,2143,198,0.53163
5,2185,2173,-12,-0.03222
5,2217,1980,-237,-0.636345
5,2020,1853,-167,-0.448395
5,1893,1463,-430,-1.15455
5,1506,1859,353,0.947805
5,1902,2059,157,0.421545
5,2103,1875,-228,-0.61218
5,1917,1960,43,0.115455
5,2004,1775,-229,-0.614865
5,1817,1535,-282,-0.75717
5,1577,1723,146,0.39201
5,1765,1853,88,0.23628
5,1895,2036,141,0.378585
5,2079,1958,-121,-0.324885
5,2000,1771,-229,-0.614865
5,1812,2006,194,0.52089
5,2047,2184,137,0.367845
5,2230,1582,-648,-1.73988
5,1624,2394,770,2.06745
5,2437,1847,-590,-1.58415
5,1888,1663,-225,-0.604125
5,1708,2105,397,1.065945
5,2149,2079,-70,-0.18795
5,2121,1899,-222,-0.59607
5,1944,1719,-225,-0.604125
5,1761,2164,403,1.082055
5,2207,2136,-71,-0.190635
5,2175,1695,-480,-1.2888
5,1736,1771,35,0.093975
5,1815,1899,84,0.22554
5,1944,1769,-175,-0.469875
5,1811,2071,260,0.6981
5,2111,2144,33,0.088605
5,2188,1645,-543,-1.457955
5,1687,1615,-72,-0.19332
5,1660,1751,91,0.244335
5,1792,2034,242,0.64977
5,2076,1693,-383,-1.028355
5,1735,1997,262,0.70347
5,2039,1710,-329,-0.883365
5,1753,2055,302,0.81087
5,2097,1974,-123,-0.330255
5,2017,1737,-280,-0.7518
5,1779,2081,302,0.81087
5,2126,2356,230,0.61755
5,2399,1443,-956,-2.56686
5,1485,1938,453,1.216305
5,1980,2022,42,0.11277
5,2066,1883,-183,-0.491355
5,1932,2016,84,0.22554
5,2059,1887,-172,-0.46182
5,1936,2127,191,0.512835
5,2172,1791,-381,-1.022985
5,1833,1663,-170,-0.45645
5,1704,2055,351,0.942435
5,2099,2018,-81,-0.217485
5,2063,1733,-330,-0.88605
5,1775,2239,464,1.24584
5,2283,1797,-486,-1.30491
5,1838,2092,254,0.68199
5,2135,2117,-18,-0.04833
5,2161,1735,-426,-1.14381
5,1777,1503,-274,-0.73569
5,1543,1631,88,0.23628
5,1677,1984,307,0.824295
5,2028,2174,146,0.39201
5,2217,1994,-223,-0.598755
5,2035,1701,-334,-0.89679
5,1743,1727,-16,-0.04296
5,1770,1655,-115,-0.308775
5,1697,2308,611,1.640535
5,2351,1866,-485,-1.302225
5,1906,1631,-275,-0.738375
5,1674,1975,301,0.808185
5,2016,1733,-283,-0.759855
5,1773,2016,243,0.652455
5,2058,1458,-600,-1.611
5,1501,1631,130,0.34905
5,1673,1507,-166,-0.44571
5,1551,1787,236,0.63366
5,1827,1867,40,0.1074
5,1907,1471,-436,-1.17066
5,1513,2182,669,1.796265
5,2225,2304,79,0.212115
5,2350,2062,-288,-0.77328
5,2105,2027,-78,-0.20943
5,2071,2142,71,0.190635
5,2185,1895,-290,-0.77865
5,1938,1657,-281,-0.754485
5,1701,1943,242,0.64977
5,1985,2126,141,0.378585
5,2169,1675,-494,-1.32639
5,1717,1853,136,0.36516
5,1895,1863,-32,-0.08592
5,1905,1791,-114,-0.30609
5,1831,1907,76,0.20406
5,1954,1511,-443,-1.189455
5,1552,1597,45,0.120825
5,1639,1775,136,0.36516
5,1817,2018,201,0.539685
5,2060,1511,-549,-1.474065
5,1555,1479,-76,-0.20406
5,1523,2127,604,1.62174
5,2171,1891,-280,-0.7518
5,1938,2126,188,0.50478
5,2170,1948,-222,-0.59607
5,1991,1815,-176,-0.47256
5,1857,1683,-174,-0.46719
5,1723,2071,348,0.93438
5,2111,1827,-284,-0.76254
5,1869,2019,150,0.40275
5,2062,1471,-591,-1.586835
5,1513,1863,350,0.93975
5,1905,1887,-18,-0.04833
5,1932,1751,-181,-0.485985
5,1793,2351,558,1.49823
5,2396,2220,-176,-0.47256
5,2263,1563,-700,-1.8795
5,1603,2105,502,1.34787
5,2150,2016,-134,-0.35979
5,2060,1627,-433,-1.162605
5,1669,2380,711,1.909035
5,2425,1673,-752,-2.01912
5,1715,2222,507,1.361295
5,2267,1923,-344,-0.92364
5,1968,2110,142,0.38127
5,2154,2027,-127,-0.340995
5,2069,2047,-22,-0.05907
5,2091,1757,-334,-0.89679
5,1799,1767,-32,-0.08592
5,1809,1843,34,0.09129
5,1885,2022,137,0.367845
5,2063,2044,-19,-0.051015
5,2087,2112,25,0.067125
5,2157,1445,-712,-1.91172
5,1487,2245,758,2.03523
5,2291,1591,-700,-1.8795
5,1635,1925,290,0.77865
5,1970,1687,-283,-0.759855
5,1729,2227,498,1.33713
5,2270,1946,-324,-0.86994
5,1987,1555,-432,-1.15992
5,1597,2204,607,1.629795
5,2246,2161,-85,-0.228225
5,2206,1502,-704,-1.89024
5,1544,1785,241,0.647085
5,1826,2124,298,0.80013
5,2167,1719,-448,-1.20288
5,1763,2161,398,1.06863
5,2207,2127,-80,-0.2148
5,2171,2306,135,0.362475
5,2350,1797,-553,-1.484805
5,1839,1611,-228,-0.61218
5,1653,2047,394,1.05789
5,2092,1970,-122,-0.32757
5,2012,1511,-501,-1.345185
5,1553,1897,344,0.92364
5,1944,2026,82,0.22017
5,2069,1992,-77,-0.206745
5,2034,2173,139,0.373215
5,2218,2144,-74,-0.19869
5,2187,1583,-604,-1.62174
5,1624,1869,245,0.657825
5,1910,1993,83,0.222855
5,2036,2328,292,0.78402
5,2371,2188,-183,-0.491355
5,2231,2000,-231,-0.620235
5,2043,2186,143,0.383955
5,2229,2094,-135,-0.362475
5,2137,1749,-388,-1.04178
5,1792,1462,-330,-0.88605
5,1504,2216,712,1.91172
5,2261,2030,-231,-0.620235
5,2071,1567,-504,-1.35324
5,1610,2108,498,1.33713
5,2151,1923,-228,-0.61218
5,1964,1727,-237,-0.636345
5,1772,1911,139,0.373215
5,1958,2192,234,0.62829
5,2237,1483,-754,-2.02449
5,1524,1923,399,1.071315
5,1965,1791,-174,-0.46719
5,1834,1988,154,0.41349
5,2029,2166,137,0.367845
5,2207,1773,-434,-1.16529
5,1815,1807,-8,-0.02148
5,1849,1985,136,0.36516
5,2028,1694,-334,-0.89679
5,1735,2087,352,0.94512
5,2131,2164,33,0.088605
5,2207,1451,-756,-2.02986
5,1495,1735,240,0.6444
5,1779,1655,-124,-0.33294
5,1699,1875,176,0.47256
5,1920,1897,-23,-0.061755
5,1944,2132,188,0.50478
5,2175,2038,-137,-0.367845
5,2079,1693,-386,-1.03641
5,1735,1599,-136,-0.36516
5,1644,2038,394,1.05789
5,2079,1791,-288,-0.77328
5,1833,2237,404,1.08474
5,2279,1591,-688,-1.84728
5,1633,1511,-122,-0.32757
5,1555,1743,188,0.50478
5,1787,1823,36,0.09666
5,1865,2160,295,0.792075
5,2205,2188,-17,-0.045645
5,2232,1907,-325,-0.872625
5,1952,1563,-389,-1.044465
5,1606,2110,504,1.35324
5,2155,1863,-292,-0.78402
5,1904,1783,-121,-0.324885
5,1826,1651,-175,-0.469875
5,1695,1515,-180,-0.4833
5,1557,2111,554,1.48749
5,2154,1763,-391,-1.049835
5,1805,1791,-14,-0.03759
5,1833,2128,295,0.792075
5,2172,1679,-493,-1.323705
5,1721,1661,-60,-0.1611
5,1703,1789,86,0.23091
5,1829,1711,-118,-0.31683
5,1753,1631,-122,-0.32757
5,1672,1878,206,0.55311
5,1920,1960,40,0.1074
5,2002,1683,-319,-0.856515
5,1725,1503,-222,-0.59607
5,1545,1739,194,0.52089
5,1779,1871,92,0.24702
5,1913,1899,-14,-0.03759
5,1946,2088,142,0.38127
5,2132,1695,-437,-1.173345
5,1738,1993,255,0.684675
5,2035,1871,-164,-0.44034
5,1912,1581,-331,-0.888735
5,1623,1925,302,0.81087
5,1967,2311,344,0.92364
5,2355,2187,-168,-0.45108
5,2230,2020,-210,-0.56385
5,2063,2099,36,0.09666
5,2143,1863,-280,-0.7518
5,1903,1471,-432,-1.15992
5,1513,1546,33,0.088605
5,1588,1683,95,0.255075
5,1727,2395,668,1.79358
5,2437,2211,-226,-0.60681
5,2255,1917,-338,-0.90753
5,1964,1747,-217,-0.582645
5,1789,2144,355,0.953175
5,2187,2167,-20,-0.0537
5,2211,1938,-273,-0.733005
5,1980,2116,136,0.36516
5,2159,1934,-225,-0.604125
5,1976,1703,-273,-0.733005
5,1745,2300,555,1.490175
5,2343,1805,-538,-1.44453
5,1847,2301,454,1.21899
5,2346,1903,-443,-1.189455
5,1948,1775,-173,-0.464505
5,1821,2019,198,0.53163
5,2062,2201,139,0.373215
5,2245,2174,-71,-0.190635
5,2218,1778,-440,-1.1814
5,1819,2175,356,0.95586
5,2219,1827,-392,-1.05252
5,1869,2065,196,0.52626
5,2108,1879,-229,-0.614865
5,1921,1859,-62,-0.16647
5,1902,2002,100,0.2685
5,2047,2082,35,0.093975
5,2126,1959,-167,-0.448395
5,2001,1779,-222,-0.59607
5,1823,1749,-74,-0.19869
5,1792,2246,454,1.21899
5,2289,1851,-438,-1.17603
5,1891,2340,449,1.205565
5,2383,2162,-221,-0.593385
5,2205,1717,-488,-1.31028
5,1759,1683,-76,-0.20406
5,1727,2124,397,1.065945
5,2166,2000,-166,-0.44571
5,2041,1551,-490,-1.31565
5,1598,2047,449,1.205565
5,2091,1647,-444,-1.19214
5,1688,2190,502,1.34787
5,2232,1687,-545,-1.463325
5,1731,2183,452,1.21362
5,2227,1715,-512,-1.37472
5,1757,2058,301,0.808185
5,2103,1871,-232,-0.62292
5,1911,1783,-128,-0.34368
5,1824,1443,-381,-1.022985
5,1487,2002,515,1.382775
5,2044,1976,-68,-0.18258
5,2016,1687,-329,-0.883365
5,1732,2394,662,1.77747
5,2439,2311,-128,-0.34368
5,2354,1915,-439,-1.178715
5,1960,1933,-27,-0.072495
5,1975,1497,-478,-1.28343
5,1539,1467,-72,-0.19332
5,1510,1607,97,0.260445
5,1648,2366,718,1.92783
5,2407,2076,-331,-0.888735
5,2119,1944,-175,-0.469875
5,1985,2238,253,0.679305
5,2282,2171,-111,-0.298035
5,2213,1823,-390,-1.04715
5,1867,1963,96,0.25776
5,2005,1992,-13,-0.034905
5,2033,2022,-11,-0.029535
5,2065,2303,238,0.63903
5,2351,2134,-217,-0.582645
55,2257,1727,-530,-1.42305
5,1769,1974,205,0.550425
5,2016,2209,193,0.518205
5,2253,1661,-592,-1.58952
5,1705,1847,142,0.38127
5,1889,2396,507,1.361295
5,2441,1642,-799,-2.145315
5,1683,2034,351,0.942435
5,2077,2158,81,0.217485
5,2201,1563,-638,-1.71303
5,1606,1964,358,0.96123
5,2006,1948,-58,-0.15573
5,1990,1821,-169,-0.453765
5,1863,1955,92,0.24702
5,1996,1667,-329,-0.883365
5,1708,1747,39,0.104715
5,1788,1883,95,0.255075
5,1928,1651,-277,-0.743745
5,1694,1835,141,0.378585
5,1878,1661,-217,-0.582645
5,1704,1999,295,0.792075
5,2041,2402,361,0.969285
5,2447,2326,-121,-0.324885
5,2367,1727,-640,-1.7184
5,1768,1960,192,0.51552
5,2001,2143,142,0.38127
5,2188,1911,-277,-0.743745
5,1960,1591,-369,-0.990765
5,1635,2400,765,2.054025
5,2444,2016,-428,-1.14918
5,2060,1571,-489,-1.312965
5,1614,1807,193,0.518205
5,1851,1743,-108,-0.28998
5,1786,2021,235,0.630975
5,2063,2318,255,0.684675
5,2362,1619,-743,-1.994955
5,1662,2228,566,1.51971
5,2271,1631,-640,-1.7184
5,1675,2334,659,1.769415
5,2377,1903,-474,-1.27269
5,1944,1979,35,0.093975
5,2020,2003,-17,-0.045645
5,2047,1980,-67,-0.179895
5,2023,1735,-288,-0.77328
5,1777,1717,-60,-0.1611
5,1759,1533,-226,-0.60681
5,1575,2392,817,2.193645
5,2435,1797,-638,-1.71303
5,1840,1471,-369,-0.990765
5,1511,1715,204,0.54774
5,1757,1583,-174,-0.46719
5,1624,1514,-110,-0.29535
5,1558,2168,610,1.63785
5,2212,1883,-329,-0.883365
5,1928,1593,-335,-0.899475
5,1635,2091,456,1.22436
5,2135,1965,-170,-0.45645
5,2008,1789,-219,-0.588015
5,1830,1669,-161,-0.432285
5,1712,2070,358,0.96123
5,2113,1887,-226,-0.60681
5,1936,1757,-179,-0.480615
5,1798,2167,369,0.990765
5,2211,1675,-536,-1.43916
5,1718,1966,248,0.66588
5,2007,2159,152,0.40812
5,2201,1601,-600,-1.611
5,1644,1699,55,0.147675
5,1742,2100,358,0.96123
5,2143,1968,-175,-0.469875
5,2009,1691,-318,-0.85383
5,1732,2195,463,1.243155
5,2239,1757,-482,-1.29417
5,1799,2153,354,0.95049
5,2195,2194,-1,-0.002685
5,2238,2341,103,0.276555
5,2383,1799,-584,-1.56804
5,1841,2351,510,1.36935
5,2394,1635,-759,-2.037915
5,1675,2236,561,1.506285
5,2279,2103,-176,-0.47256
5,2147,1663,-484,-1.29954
5,1707,2177,470,1.26195
5,2221,1646,-575,-1.543875
5,1687,2196,509,1.366665
5,2239,1911,-328,-0.88068
5,1956,1952,-4,-0.01074
5,1993,1928,-65,-0.174525
5,1974,2068,94,0.25239
5,2111,2156,45,0.120825
5,2201,2400,199,0.534315
5,2443,1855,-588,-1.57878
5,1899,2104,205,0.550425
5,2150,2029,-121,-0.324885
5,2073,1952,-121,-0.324885
5,1995,2246,251,0.673935
5,2290,2211,-79,-0.212115
5,2255,1773,-482,-1.29417
5,1815,2389,574,1.54119
5,2431,1686,-745,-2.000325
5,1729,1727,-2,-0.00537
5,1771,2025,254,0.68199
5,2068,2169,101,0.271185
5,2213,2149,-64,-0.17184
5,2193,1926,-267,-0.716895
5,1967,1899,-68,-0.18258
5,1946,2404,458,1.22973
5,2447,2294,-153,-0.410805
5,2335,2124,-211,-0.566535
5,2167,1727,-440,-1.1814
5,1771,1877,106,0.28461
5,1920,1970,50,0.13425
5,2012,2111,99,0.265815
5,2156,2293,137,0.367845
5,2335,2064,-271,-0.727635
5,2107,2047,-60,-0.1611
5,2090,2174,84,0.22554
5,2217,2104,-113,-0.303405
5,2149,1930,-219,-0.588015
5,1973,1861,-112,-0.30072
5,1903,1779,-124,-0.33294
5,1823,2220,397,1.065945
5,2265,1835,-430,-1.15455
5,1875,1811,-64,-0.17184
5,1853,2210,357,0.958545
5,2254,2397,143,0.383955
5,2442,2266,-176,-0.47256
5,2303,1707,-596,-1.60026
5,1751,1895,144,0.38664
5,1940,1513,-427,-1.146495
5,1558,1911,353,0.947805
5,1957,2046,89,0.238965
5,2087,1811,-276,-0.74106
5,1852,1483,-369,-0.990765
5,1527,2093,566,1.51971
5,2137,1695,-442,-1.18677
5,1741,1463,-278,-0.74643
5,1504,1487,-17,-0.045645
5,1529,1679,150,0.40275
5,1721,1913,192,0.51552
5,1960,1937,-23,-0.061755
5,1980,2324,344,0.92364
5,2367,1775,-592,-1.58952
5,1815,1849,34,0.09129
5,1891,1871,-20,-0.0537
5,1915,2008,93,0.249705
5,2047,2344,297,0.797445
5,2388,2111,-277,-0.743745
5,2154,2096,-58,-0.15573
5,2139,2176,37,0.099345
5,2222,2250,28,0.07518
5,2294,2080,-214,-0.57459
5,2126,1587,-539,-1.447215
5,1630,2095,465,1.248525
5,2139,1899,-240,-0.6444
5,1948,2136,188,0.50478
5,2175,1795,-380,-1.0203
5,1839,2191,352,0.94512
5,2234,2064,-170,-0.45645
5,2109,1938,-171,-0.459135
5,1979,2179,200,0.537
5,2221,1835,-386,-1.03641
5,1877,2175,298,0.80013
5,2222,1522,-700,-1.8795
5,1565,1651,86,0.23091
5,1693,2211,518,1.39083
5,2255,2196,-59,-0.158415
5,2239,1497,-742,-1.99227
5,1539,1734,195,0.523575
5,1775,1815,40,0.1074
5,1857,1477,-380,-1.0203
5,1519,1815,296,0.79476
5,1857,1727,-130,-0.34905
5,1771,2027,256,0.68736
5,2069,1895,-174,-0.46719
5,1942,1759,-183,-0.491355
5,1799,1747,-52,-0.13962
5,1792,1671,-121,-0.324885
5,1714,2282,568,1.52508
5,2325,2000,-325,-0.872625
5,2041,1765,-276,-0.74106
5,1807,2112,305,0.818925
5,2158,2092,-66,-0.17721
5,2135,1699,-436,-1.17066
5,1742,1835,93,0.249705
5,1875,2080,205,0.550425
5,2126,1945,-181,-0.485985
5,1986,2175,189,0.507465
5,2220,2004,-216,-0.57996
5,2047,1723,-324,-0.86994
5,1765,1755,-10,-0.02685
5,1795,2200,405,1.087425
5,2244,1982,-262,-0.70347
5,2024,1699,-325,-0.872625
5,1742,2207,465,1.248525
5,2247,1609,-638,-1.71303
5,1651,1599,-52,-0.13962
5,1641,1583,-58,-0.15573
5,1628,2142,514,1.38009
5,2187,2283,96,0.25776
5,2327,1845,-482,-1.29417
5,1886,2237,351,0.942435
5,2280,1535,-745,-2.000325
5,1577,1669,92,0.24702
5,1711,1693,-18,-0.04833
5,1733,2195,462,1.24047
5,2239,2380,141,0.378585
5,2423,1843,-580,-1.5573
5,1885,2348,463,1.243155
5,2391,1765,-626,-1.68081
5,1807,2158,351,0.942435
5,2203,2127,-76,-0.20406
5,2171,1578,-593,-1.592205
5,1620,2020,400,1.074
5,2062,1741,-321,-0.861885
5,1782,2087,305,0.818925
5,2131,2012,-119,-0.319515
5,2057,1726,-331,-0.888735
5,1770,1917,147,0.394695
5,1960,1891,-69,-0.185265
5,1936,1559,-377,-1.012245
5,1599,1703,104,0.27924
5,1746,1783,37,0.099345
5,1823,1703,-120,-0.3222
5,1747,2047,300,0.8055
5,2094,2241,147,0.394695
5,2285,1503,-782,-2.09967
5,1544,1695,151,0.405435
5,1734,2097,363,0.974655
5,2141,1717,-424,-1.13844
5,1760,1751,-9,-0.024165
5,1795,2163,368,0.98808
5,2207,1932,-275,-0.738375
5,1972,2330,358,0.96123
5,2372,2211,-161,-0.432285
5,2254,2024,-230,-0.61755
5,2067,2220,153,0.410805
5,2263,1875,-388,-1.04178
5,1918,2226,308,0.82698
5,2270,1777,-493,-1.323705
5,1819,2235,416,1.11696
5,2278,2215,-63,-0.169155
5,2258,2099,-159,-0.426915
5,2143,2027,-116,-0.31146
5,2070,2057,-13,-0.034905
5,2100,1823,-277,-0.743745
5,1865,2132,267,0.716895
5,2175,2381,206,0.55311
5,2425,2316,-109,-0.292665
5,2359,2133,-226,-0.60681
5,2175,1958,-217,-0.582645
5,2000,1992,-8,-0.02148
5,2039,1722,-317,-0.851145
5,1761,2229,468,1.25658
5,2271,2162,-109,-0.292665
5,2206,1778,-428,-1.14918
5,1817,2323,506,1.35861
5,2367,1563,-804,-2.15874
5,1605,2286,681,1.828485
5,2328,1851,-477,-1.280745
5,1893,1467,-426,-1.14381
5,1510,1968,458,1.22973
5,2010,2211,201,0.539685
5,2253,1731,-522,-1.40157
5,1773,1499,-274,-0.73569
5,1539,1960,421,1.130385
5,2002,1883,-119,-0.319515
5,1924,2383,459,1.232415
5,2425,1771,-654,-1.75599
5,1815,1909,94,0.25239
5,1956,1675,-281,-0.754485
5,1716,2182,466,1.25121
5,2226,1801,-425,-1.141125
5,1843,2198,355,0.953175
5,2239,1869,-370,-0.99345
5,1910,2020,110,0.29535
5,2063,2160,97,0.260445
5,2203,1775,-428,-1.14918
5,1817,1971,154,0.41349
5,2013,1999,-14,-0.03759
5,2041,1555,-486,-1.30491
5,1598,1895,297,0.797445
5,1940,1726,-214,-0.57459
5,1768,2179,411,1.103535
5,2222,1951,-271,-0.727635
5,1993,1725,-268,-0.71958
5,1767,1711,-56,-0.15036
5,1756,2071,315,0.845775
5,2111,2161,50,0.13425
5,2206,1879,-327,-0.877995
5,1921,1595,-326,-0.87531
5,1635,2104,469,1.259265
5,2149,1823,-326,-0.87531
5,1865,1853,-12,-0.03222
5,1893,1837,-56,-0.15036
5,1879,2075,196,0.52626
5,2119,1845,-274,-0.73569
5,1886,2206,320,0.8592
5,2250,2022,-228,-0.61218
5,2067,2058,-9,-0.024165
5,2102,2358,256,0.68736
5,2399,2188,-211,-0.566535
5,2231,2019,-212,-0.56922
5,2061,1899,-162,-0.43497
5,1944,1991,47,0.126195
5,2032,2177,145,0.389325
5,2220,1849,-371,-0.996135
5,1891,2148,257,0.690045
5,2190,2384,194,0.52089
5,2425,1701,-724,-1.94394
5,1741,1782,41,0.110085
5,1825,2187,362,0.97197
5,2231,2018,-213,-0.571905
5,2061,2006,-55,-0.147675
5,2047,1989,-58,-0.15573
5,2031,1771,-260,-0.6981
5,1813,1695,-118,-0.31683
5,1737,1841,104,0.27924
5,1883,1663,-220,-0.5907
5,1705,1655,-50,-0.13425
5,1698,2012,314,0.84309
5,2055,1687,-368,-0.98808
5,1729,1561,-168,-0.45108
5,1603,1964,361,0.969285
5,2006,2324,318,0.85383
5,2367,2098,-269,-0.722265
5,2143,1759,-384,-1.03104
5,1799,2221,422,1.13307
5,2263,1831,-432,-1.15992
5,1873,1454,-419,-1.125015
5,1497,2069,572,1.53582
5,2111,1731,-380,-1.0203
5,1770,1603,-167,-0.448395
5,1646,1803,157,0.421545
5,1842,2105,263,0.706155
5,2147,1992,-155,-0.416175
5,2032,2234,202,0.54237
5,2277,1903,-374,-1.00419
5,1948,1678,-270,-0.72495
5,1718,2079,361,0.969285
5,2125,1855,-270,-0.72495
5,1899,1785,-114,-0.30609
5,1827,2136,309,0.829665
5,2180,2228,48,0.12888
5,2274,1637,-637,-1.710345
5,1680,1877,197,0.528945
5,1920,2031,111,0.298035
5,2073,1903,-170,-0.45645
5,1952,1998,46,0.12351
5,2040,2392,352,0.94512
5,2431,1972,-459,-1.232415
5,2014,1590,-424,-1.13844
5,1632,1938,306,0.82161
5,1982,1661,-321,-0.861885
5,1703,1479,-224,-0.60144
5,1523,2354,831,2.231235
5,2396,2241,-155,-0.416175
5,2283,1964,-319,-0.856515
5,2004,2261,257,0.690045
5,2303,1815,-488,-1.31028
5,1857,1699,-158,-0.42423
