voltage,temp,rel time,abs time
+9.03259912E+00,34.965820,2199.44,2022-07-03 21:37:14.617263
+9.03259842E+00,34.965820,2200.602,2022-07-03 21:37:15.779383
+9.03259887E+00,34.401855,2201.765,2022-07-03 21:37:16.942031
+9.03259775E+00,34.885254,2202.928,2022-07-03 21:37:18.104717
+9.03259875E+00,34.965820,2204.093,2022-07-03 21:37:19.269468
+9.03259795E+00,34.482422,2205.263,2022-07-03 21:37:20.439631
+9.03259800E+00,34.885254,2206.425,2022-07-03 21:37:21.602435
+9.03259898E+00,34.965820,2207.589,2022-07-03 21:37:22.765679
+9.03259818E+00,34.965820,2208.749,2022-07-03 21:37:23.926350
+9.03259740E+00,35.368652,2209.912,2022-07-03 21:37:25.088951
+9.03259757E+00,34.965820,2211.074,2022-07-03 21:37:26.251285
+9.03259802E+00,34.885254,2212.237,2022-07-03 21:37:27.413892
+9.03259776E+00,35.126953,2213.4,2022-07-03 21:37:28.577356
+9.03259794E+00,34.885254,2214.562,2022-07-03 21:37:29.738961
+9.03259865E+00,35.207520,2215.724,2022-07-03 21:37:30.901416
+9.03259839E+00,34.965820,2216.889,2022-07-03 21:37:32.066315
+9.03259968E+00,34.724121,2218.06,2022-07-03 21:37:33.236674
+9.03259830E+00,34.643555,2219.223,2022-07-03 21:37:34.400278
+9.03259778E+00,34.965820,2220.395,2022-07-03 21:37:35.571678
+9.03259814E+00,34.804688,2221.559,2022-07-03 21:37:36.735932
+9.03260021E+00,34.885254,2222.722,2022-07-03 21:37:37.898810
+9.03259838E+00,34.965820,2223.893,2022-07-03 21:37:39.069549
+9.03259878E+00,35.046387,2225.055,2022-07-03 21:37:40.232216
+9.03259941E+00,34.965820,2226.23,2022-07-03 21:37:41.406867
+9.03260106E+00,34.965820,2227.401,2022-07-03 21:37:42.578158
+9.03259999E+00,34.885254,2228.562,2022-07-03 21:37:43.738754
+9.03260086E+00,35.046387,2229.724,2022-07-03 21:37:44.901417
+9.03260086E+00,35.046387,2230.887,2022-07-03 21:37:46.063879
+9.03260126E+00,35.046387,2232.049,2022-07-03 21:37:47.226121
+9.03260051E+00,34.885254,2233.213,2022-07-03 21:37:48.390007
+9.03260086E+00,34.885254,2234.374,2022-07-03 21:37:49.551290
+9.03260050E+00,35.126953,2235.538,2022-07-03 21:37:50.715289
+9.03260152E+00,34.965820,2236.71,2022-07-03 21:37:51.887338
+9.03260108E+00,34.965820,2237.881,2022-07-03 21:37:53.058395
+9.03260085E+00,34.965820,2239.057,2022-07-03 21:37:54.233797
+9.03260085E+00,35.046387,2240.229,2022-07-03 21:37:55.405737
+9.03260170E+00,34.965820,2241.4,2022-07-03 21:37:56.576540
+9.03259973E+00,34.482422,2242.562,2022-07-03 21:37:57.738953
+9.03260031E+00,35.046387,2243.725,2022-07-03 21:37:58.901705
+9.03260013E+00,35.207520,2244.889,2022-07-03 21:38:00.065882
+9.03260031E+00,35.046387,2246.049,2022-07-03 21:38:01.226268
+9.03260094E+00,35.046387,2247.212,2022-07-03 21:38:02.388916
+9.03260023E+00,35.126953,2248.374,2022-07-03 21:38:03.551301
+9.03260139E+00,35.046387,2249.537,2022-07-03 21:38:04.713836
+9.03260152E+00,35.046387,2250.701,2022-07-03 21:38:05.878004
+9.03260199E+00,34.965820,2251.873,2022-07-03 21:38:07.049734
+9.03260146E+00,35.046387,2253.035,2022-07-03 21:38:08.212055
+9.03260101E+00,34.965820,2254.198,2022-07-03 21:38:09.374548
+9.03260113E+00,34.965820,2255.36,2022-07-03 21:38:10.537011
+9.03260104E+00,34.965820,2256.523,2022-07-03 21:38:11.700438
+9.03260148E+00,35.126953,2257.686,2022-07-03 21:38:12.862621
+9.03260158E+00,34.885254,2258.848,2022-07-03 21:38:14.025064
+9.03260091E+00,35.207520,2260.012,2022-07-03 21:38:15.189184
+9.03260198E+00,34.885254,2261.173,2022-07-03 21:38:16.349881
+9.03260305E+00,34.321289,2262.335,2022-07-03 21:38:17.512388
+9.03260332E+00,35.126953,2263.498,2022-07-03 21:38:18.674846
+9.03260337E+00,35.046387,2264.661,2022-07-03 21:38:19.837902
+9.03260275E+00,35.046387,2265.823,2022-07-03 21:38:20.999772
+9.03260235E+00,34.965820,2266.985,2022-07-03 21:38:22.161970
+9.03260259E+00,34.885254,2268.147,2022-07-03 21:38:23.324396
+9.03260397E+00,34.885254,2269.313,2022-07-03 21:38:24.489537
+9.03260375E+00,34.885254,2270.484,2022-07-03 21:38:25.660798
+9.03260175E+00,34.965820,2271.646,2022-07-03 21:38:26.822867
+9.03260358E+00,34.965820,2272.809,2022-07-03 21:38:27.986221
+9.03260293E+00,34.965820,2273.97,2022-07-03 21:38:29.147172
+9.03260346E+00,34.965820,2275.134,2022-07-03 21:38:30.310538
+9.03260475E+00,35.126953,2276.296,2022-07-03 21:38:31.473177
+9.03260427E+00,34.240723,2277.46,2022-07-03 21:38:32.636460
+9.03260400E+00,35.126953,2278.621,2022-07-03 21:38:33.798143
+9.03260324E+00,34.965820,2279.784,2022-07-03 21:38:34.960659
+9.03260365E+00,34.965820,2280.946,2022-07-03 21:38:36.123197
+9.03260356E+00,34.965820,2282.111,2022-07-03 21:38:37.287976
+9.03260338E+00,34.965820,2283.284,2022-07-03 21:38:38.460645
+9.03260410E+00,35.207520,2284.453,2022-07-03 21:38:39.630248
+9.03260562E+00,34.965820,2285.617,2022-07-03 21:38:40.793524
+9.03260475E+00,35.126953,2286.779,2022-07-03 21:38:41.955899
+9.03260426E+00,35.046387,2287.943,2022-07-03 21:38:43.119815
+9.03260319E+00,34.885254,2289.115,2022-07-03 21:38:44.291678
+9.03260448E+00,34.965820,2290.277,2022-07-03 21:38:45.453604
+9.03260474E+00,34.965820,2291.439,2022-07-03 21:38:46.616029
+9.03260461E+00,35.126953,2292.602,2022-07-03 21:38:47.778727
+9.03260460E+00,35.046387,2293.764,2022-07-03 21:38:48.941309
+9.03260344E+00,35.046387,2294.927,2022-07-03 21:38:50.103839
+9.03260540E+00,35.046387,2296.089,2022-07-03 21:38:51.265742
+9.03260414E+00,34.885254,2297.251,2022-07-03 21:38:52.427883
+9.03260356E+00,34.885254,2298.413,2022-07-03 21:38:53.590345
+9.03260615E+00,35.046387,2299.577,2022-07-03 21:38:54.754168
+9.03260503E+00,34.885254,2300.739,2022-07-03 21:38:55.916056
+9.03260704E+00,34.965820,2301.901,2022-07-03 21:38:57.077817
+9.03260673E+00,34.965820,2303.064,2022-07-03 21:38:58.241115
+9.03260691E+00,34.965820,2304.226,2022-07-03 21:38:59.403199
+9.03260656E+00,35.046387,2305.391,2022-07-03 21:39:00.567749
+9.03260647E+00,34.965820,2306.562,2022-07-03 21:39:01.739081
+9.03260741E+00,34.885254,2307.724,2022-07-03 21:39:02.901110
+9.03260567E+00,35.046387,2308.887,2022-07-03 21:39:04.063424
+9.03260679E+00,34.321289,2310.049,2022-07-03 21:39:05.225957
+9.03260652E+00,34.965820,2311.213,2022-07-03 21:39:06.389657
+9.03260641E+00,35.046387,2312.385,2022-07-03 21:39:07.562352
+9.03260730E+00,35.046387,2313.558,2022-07-03 21:39:08.734924
+9.03260868E+00,34.885254,2314.73,2022-07-03 21:39:09.906982
+9.03260780E+00,34.965820,2315.891,2022-07-03 21:39:11.068209
+9.03260664E+00,35.046387,2317.054,2022-07-03 21:39:12.230712
+9.03260727E+00,34.965820,2318.216,2022-07-03 21:39:13.393214
+9.03260711E+00,35.126953,2319.379,2022-07-03 21:39:14.556122
+9.03260742E+00,34.804688,2320.541,2022-07-03 21:39:15.718084
+9.03260644E+00,34.885254,2321.704,2022-07-03 21:39:16.881372
+9.03260696E+00,35.046387,2322.866,2022-07-03 21:39:18.043118
+9.03260696E+00,34.885254,2324.029,2022-07-03 21:39:19.205831
+9.03260784E+00,35.126953,2325.192,2022-07-03 21:39:20.369116
+9.03260811E+00,34.885254,2326.354,2022-07-03 21:39:21.531079
+9.03260735E+00,34.482422,2327.517,2022-07-03 21:39:22.693452
+9.03260916E+00,34.885254,2328.678,2022-07-03 21:39:23.855413
+9.03260876E+00,34.804688,2329.842,2022-07-03 21:39:25.018583
+9.03260863E+00,34.885254,2331.006,2022-07-03 21:39:26.183090
+9.03260789E+00,35.126953,2332.167,2022-07-03 21:39:27.343596
+9.03260896E+00,34.885254,2333.329,2022-07-03 21:39:28.506141
+9.03260865E+00,34.965820,2334.492,2022-07-03 21:39:29.668520
+9.03260872E+00,34.724121,2335.655,2022-07-03 21:39:30.831936
+9.03260805E+00,34.965820,2336.817,2022-07-03 21:39:31.993474
+9.03260914E+00,34.885254,2337.978,2022-07-03 21:39:33.154816
+9.03260927E+00,35.046387,2339.141,2022-07-03 21:39:34.318079
+9.03260932E+00,35.046387,2340.304,2022-07-03 21:39:35.480713
+9.03260876E+00,35.126953,2341.467,2022-07-03 21:39:36.643967
+9.03260889E+00,35.046387,2342.629,2022-07-03 21:39:37.806067
+9.03260934E+00,34.885254,2343.791,2022-07-03 21:39:38.969109
+9.03260722E+00,35.046387,2344.953,2022-07-03 21:39:40.129907
+9.03260891E+00,34.482422,2346.116,2022-07-03 21:39:41.293055
+9.03260864E+00,34.965820,2347.278,2022-07-03 21:39:42.455146
+9.03261056E+00,34.885254,2348.442,2022-07-03 21:39:43.618856
+9.03261109E+00,34.885254,2349.606,2022-07-03 21:39:44.782550
+9.03261266E+00,35.046387,2350.777,2022-07-03 21:39:45.954257
+9.03261132E+00,35.852051,2351.94,2022-07-03 21:39:47.116618
+9.03261088E+00,35.046387,2353.114,2022-07-03 21:39:48.290869
+9.03261008E+00,34.965820,2354.285,2022-07-03 21:39:49.461863
+9.03261035E+00,35.126953,2355.446,2022-07-03 21:39:50.623188
+9.03261008E+00,35.207520,2356.609,2022-07-03 21:39:51.785603
+9.03260937E+00,35.126953,2357.771,2022-07-03 21:39:52.947859
+9.03261098E+00,34.643555,2358.934,2022-07-03 21:39:54.110923
+9.03261067E+00,35.046387,2360.097,2022-07-03 21:39:55.273935
+9.03261051E+00,34.885254,2361.261,2022-07-03 21:39:56.437787
+9.03260921E+00,35.126953,2362.432,2022-07-03 21:39:57.609437
+9.03260947E+00,34.965820,2363.594,2022-07-03 21:39:58.771439
+9.03261005E+00,35.046387,2364.756,2022-07-03 21:39:59.933350
+9.03261032E+00,34.965820,2365.919,2022-07-03 21:40:01.095967
+9.03261003E+00,34.885254,2367.081,2022-07-03 21:40:02.257595
+9.03260931E+00,34.562988,2368.245,2022-07-03 21:40:03.421672
+9.03261074E+00,34.804688,2369.408,2022-07-03 21:40:04.584456
+9.03261052E+00,34.885254,2370.569,2022-07-03 21:40:05.745503
+9.03261097E+00,34.965820,2371.732,2022-07-03 21:40:06.908588
+9.03261164E+00,34.804688,2372.894,2022-07-03 21:40:08.071172
+9.03261112E+00,34.965820,2374.057,2022-07-03 21:40:09.234071
+9.03261139E+00,34.965820,2375.22,2022-07-03 21:40:10.396653
+9.03261357E+00,34.965820,2376.382,2022-07-03 21:40:11.558849
+9.03261152E+00,34.965820,2377.545,2022-07-03 21:40:12.721632
+9.03261147E+00,34.965820,2378.707,2022-07-03 21:40:13.883976
+9.03261318E+00,35.126953,2379.87,2022-07-03 21:40:15.046592
+9.03261211E+00,34.965820,2381.033,2022-07-03 21:40:16.209637
+9.03261332E+00,35.207520,2382.197,2022-07-03 21:40:17.373729
+9.03261388E+00,35.046387,2383.367,2022-07-03 21:40:18.543616
+9.03261299E+00,35.126953,2384.529,2022-07-03 21:40:19.705821
+9.03261317E+00,34.885254,2385.691,2022-07-03 21:40:20.868377
+9.03261343E+00,34.965820,2386.854,2022-07-03 21:40:22.031299
+9.03261218E+00,34.965820,2388.018,2022-07-03 21:40:23.195062
+9.03261361E+00,34.965820,2389.189,2022-07-03 21:40:24.366416
+9.03261080E+00,34.965820,2390.353,2022-07-03 21:40:25.529655
+9.03261312E+00,34.885254,2391.525,2022-07-03 21:40:26.701517
+9.03261078E+00,34.965820,2392.688,2022-07-03 21:40:27.864590
+9.03261149E+00,35.046387,2393.85,2022-07-03 21:40:29.026430
+9.03261180E+00,34.885254,2395.012,2022-07-03 21:40:30.188618
+9.03261399E+00,34.965820,2396.175,2022-07-03 21:40:31.351628
+9.03261350E+00,35.046387,2397.337,2022-07-03 21:40:32.514059
+9.03261453E+00,35.046387,2398.5,2022-07-03 21:40:33.677053
+9.03261403E+00,35.046387,2399.662,2022-07-03 21:40:34.839027
+9.03261300E+00,34.965820,2400.824,2022-07-03 21:40:36.001029
+9.03261310E+00,34.965820,2401.987,2022-07-03 21:40:37.163456
+9.03261421E+00,35.046387,2403.149,2022-07-03 21:40:38.325931
+9.03261444E+00,34.965820,2404.312,2022-07-03 21:40:39.489384
+9.03261468E+00,34.321289,2405.474,2022-07-03 21:40:40.651021
+9.03261432E+00,34.965820,2406.637,2022-07-03 21:40:41.813733
+9.03261459E+00,34.885254,2407.799,2022-07-03 21:40:42.975478
+9.03261305E+00,34.885254,2408.961,2022-07-03 21:40:44.138235
+9.03261452E+00,35.046387,2410.125,2022-07-03 21:40:45.301451
+9.03261447E+00,34.965820,2411.287,2022-07-03 21:40:46.464137
+9.03261403E+00,34.965820,2412.449,2022-07-03 21:40:47.626302
+9.03261310E+00,34.965820,2413.612,2022-07-03 21:40:48.790066
+9.03261435E+00,34.724121,2414.776,2022-07-03 21:40:49.952744
+9.03261480E+00,34.885254,2415.937,2022-07-03 21:40:51.114022
+9.03261551E+00,34.965820,2417.104,2022-07-03 21:40:52.280478
+9.03261398E+00,35.046387,2418.272,2022-07-03 21:40:53.448907
+9.03261599E+00,34.885254,2419.435,2022-07-03 21:40:54.611489
+9.03261612E+00,35.046387,2420.597,2022-07-03 21:40:55.774012
+9.03261538E+00,34.965820,2421.759,2022-07-03 21:40:56.936178
+9.03261547E+00,34.965820,2422.921,2022-07-03 21:40:58.097912
+9.03261578E+00,34.965820,2424.084,2022-07-03 21:40:59.260995
+9.03261601E+00,35.126953,2425.247,2022-07-03 21:41:00.424233
+9.03261570E+00,34.965820,2426.409,2022-07-03 21:41:01.585512
+9.03261558E+00,35.046387,2427.573,2022-07-03 21:41:02.750530
+9.03261697E+00,35.046387,2428.734,2022-07-03 21:41:03.910486
+9.03261639E+00,35.771484,2429.897,2022-07-03 21:41:05.073436
+9.03261551E+00,34.965820,2431.059,2022-07-03 21:41:06.236359
+9.03261658E+00,34.885254,2432.222,2022-07-03 21:41:07.399116
+9.03261681E+00,34.804688,2433.385,2022-07-03 21:41:08.561689
+9.03261623E+00,35.046387,2434.547,2022-07-03 21:41:09.724298
+9.03261690E+00,34.885254,2435.709,2022-07-03 21:41:10.886153
+9.03261730E+00,35.046387,2436.872,2022-07-03 21:41:12.049182
+9.03261579E+00,35.126953,2438.035,2022-07-03 21:41:13.212047
+9.03261562E+00,35.126953,2439.197,2022-07-03 21:41:14.374376
+9.03261606E+00,34.804688,2440.36,2022-07-03 21:41:15.536854
+9.03261744E+00,34.965820,2441.523,2022-07-03 21:41:16.699716
+9.03261767E+00,34.965820,2442.685,2022-07-03 21:41:17.861436
+9.03261743E+00,34.885254,2443.848,2022-07-03 21:41:19.024701
+9.03261770E+00,34.965820,2445.011,2022-07-03 21:41:20.187567
+9.03261832E+00,34.965820,2446.176,2022-07-03 21:41:21.352651
+9.03261746E+00,34.965820,2447.346,2022-07-03 21:41:22.522524
+9.03261813E+00,35.046387,2448.507,2022-07-03 21:41:23.684379
+9.03261737E+00,34.885254,2449.671,2022-07-03 21:41:24.847569
+9.03261738E+00,34.885254,2450.833,2022-07-03 21:41:26.010285
+9.03261831E+00,34.885254,2451.996,2022-07-03 21:41:27.172586
+9.03261766E+00,34.643555,2453.159,2022-07-03 21:41:28.335435
+9.03261833E+00,34.643555,2454.32,2022-07-03 21:41:29.496985
+9.03261891E+00,35.207520,2455.483,2022-07-03 21:41:30.659661
+9.03261901E+00,34.401855,2456.645,2022-07-03 21:41:31.821771
+9.03261829E+00,34.885254,2457.809,2022-07-03 21:41:32.985707
+9.03261950E+00,34.965820,2458.971,2022-07-03 21:41:34.148061
+9.03261875E+00,35.126953,2460.134,2022-07-03 21:41:35.310642
+9.03261959E+00,34.965820,2461.295,2022-07-03 21:41:36.471993
+9.03261884E+00,35.046387,2462.458,2022-07-03 21:41:37.634881
+9.03262028E+00,35.046387,2463.62,2022-07-03 21:41:38.797162
+9.03261930E+00,35.046387,2464.783,2022-07-03 21:41:39.959927
+9.03262008E+00,35.046387,2465.946,2022-07-03 21:41:41.122769
+9.03261852E+00,34.965820,2467.108,2022-07-03 21:41:42.284902
+9.03261874E+00,34.965820,2468.27,2022-07-03 21:41:43.446783
+9.03261955E+00,34.643555,2469.432,2022-07-03 21:41:44.609367
+9.03262013E+00,35.207520,2470.596,2022-07-03 21:41:45.772817
+9.03261995E+00,35.046387,2471.759,2022-07-03 21:41:46.936157
+9.03262205E+00,34.965820,2472.92,2022-07-03 21:41:48.097136
+9.03262138E+00,34.321289,2474.083,2022-07-03 21:41:49.260230
+9.03262214E+00,35.126953,2475.249,2022-07-03 21:41:50.425629
+9.03262238E+00,34.965820,2476.419,2022-07-03 21:41:51.595802
+9.03262171E+00,34.885254,2477.582,2022-07-03 21:41:52.759410
+9.03262234E+00,35.046387,2478.743,2022-07-03 21:41:53.919722
+9.03262239E+00,34.885254,2479.906,2022-07-03 21:41:55.083315
+9.03262341E+00,34.965820,2481.07,2022-07-03 21:41:56.246745
+9.03262233E+00,34.482422,2482.231,2022-07-03 21:41:57.408373
+9.03262198E+00,35.046387,2483.395,2022-07-03 21:41:58.571641
+9.03262278E+00,34.965820,2484.556,2022-07-03 21:41:59.732882
+9.03262234E+00,35.046387,2485.719,2022-07-03 21:42:00.896327
+9.03262265E+00,34.885254,2486.881,2022-07-03 21:42:02.058138
+9.03262323E+00,35.046387,2488.044,2022-07-03 21:42:03.220473
+9.03262107E+00,35.126953,2489.209,2022-07-03 21:42:04.386397
+9.03262245E+00,35.046387,2490.38,2022-07-03 21:42:05.556531
+9.03262262E+00,34.643555,2491.542,2022-07-03 21:42:06.719113
+9.03262244E+00,34.965820,2492.704,2022-07-03 21:42:07.880914
+9.03262266E+00,35.126953,2493.867,2022-07-03 21:42:09.044038
+9.03262283E+00,34.885254,2495.03,2022-07-03 21:42:10.206702
+9.03262292E+00,34.965820,2496.192,2022-07-03 21:42:11.369035
+9.03262221E+00,34.965820,2497.355,2022-07-03 21:42:12.532175
+9.03262238E+00,34.965820,2498.517,2022-07-03 21:42:13.694166
+9.03262260E+00,34.965820,2499.68,2022-07-03 21:42:14.856735
+9.03262327E+00,34.885254,2500.842,2022-07-03 21:42:16.019081
+9.03262337E+00,34.965820,2502.005,2022-07-03 21:42:17.182350
+9.03262257E+00,34.965820,2503.168,2022-07-03 21:42:18.344553
+9.03262373E+00,34.965820,2504.33,2022-07-03 21:42:19.506455
+9.03262315E+00,34.965820,2505.493,2022-07-03 21:42:20.669712
+9.03262493E+00,34.643555,2506.655,2022-07-03 21:42:21.832198
+9.03262418E+00,34.965820,2507.818,2022-07-03 21:42:22.994708
+9.03262454E+00,34.965820,2508.982,2022-07-03 21:42:24.159235
+9.03262498E+00,34.965820,2510.153,2022-07-03 21:42:25.330089
+9.03262405E+00,35.046387,2511.316,2022-07-03 21:42:26.492697
+9.03262423E+00,34.965820,2512.478,2022-07-03 21:42:27.655184
+9.03262428E+00,34.965820,2513.641,2022-07-03 21:42:28.817996
+9.03262445E+00,34.965820,2514.803,2022-07-03 21:42:29.979519
+9.03262525E+00,35.207520,2515.968,2022-07-03 21:42:31.145048
+9.03262340E+00,35.126953,2517.141,2022-07-03 21:42:32.318168
+9.03262545E+00,34.965820,2518.311,2022-07-03 21:42:33.488030
+9.03262438E+00,34.562988,2519.474,2022-07-03 21:42:34.650510
+9.03262514E+00,35.046387,2520.636,2022-07-03 21:42:35.813019
+9.03262461E+00,34.965820,2521.8,2022-07-03 21:42:36.976722
+9.03262483E+00,35.126953,2522.962,2022-07-03 21:42:38.138567
+9.03262442E+00,34.643555,2524.124,2022-07-03 21:42:39.300893
+9.03262415E+00,34.321289,2525.287,2022-07-03 21:42:40.464474
+9.03262371E+00,34.482422,2526.448,2022-07-03 21:42:41.625400
+9.03262301E+00,34.965820,2527.612,2022-07-03 21:42:42.789439
+9.03262426E+00,35.126953,2528.773,2022-07-03 21:42:43.950374
+9.03262583E+00,34.965820,2529.937,2022-07-03 21:42:45.113800
+9.03262543E+00,34.724121,2531.099,2022-07-03 21:42:46.275618
+9.03262592E+00,34.965820,2532.261,2022-07-03 21:42:47.437827
+9.03262460E+00,34.965820,2533.424,2022-07-03 21:42:48.601406
+9.03262598E+00,34.965820,2534.586,2022-07-03 21:42:49.762977
+9.03262536E+00,34.643555,2535.748,2022-07-03 21:42:50.924996
+9.03262401E+00,35.207520,2536.912,2022-07-03 21:42:52.088483
+9.03262566E+00,35.126953,2538.074,2022-07-03 21:42:53.250582
+9.03262437E+00,34.885254,2539.237,2022-07-03 21:42:54.413704
+9.03262519E+00,34.965820,2540.401,2022-07-03 21:42:55.577614
+9.03262626E+00,35.046387,2541.562,2022-07-03 21:42:56.738755
+9.03262576E+00,34.885254,2542.725,2022-07-03 21:42:57.902175
+9.03262544E+00,34.885254,2543.896,2022-07-03 21:42:59.073020
+9.03262674E+00,34.885254,2545.06,2022-07-03 21:43:00.236685
+9.03262653E+00,34.965820,2546.223,2022-07-03 21:43:01.399962
+9.03262515E+00,35.046387,2547.385,2022-07-03 21:43:02.561677
+9.03262569E+00,34.965820,2548.547,2022-07-03 21:43:03.723866
+9.03262654E+00,34.965820,2549.71,2022-07-03 21:43:04.886699
+9.03262641E+00,35.046387,2550.872,2022-07-03 21:43:06.048757
+9.03262663E+00,34.965820,2552.035,2022-07-03 21:43:07.211897
+9.03262656E+00,34.965820,2553.198,2022-07-03 21:43:08.375018
+9.03262692E+00,34.965820,2554.371,2022-07-03 21:43:09.547497
+9.03262614E+00,34.965820,2555.543,2022-07-03 21:43:10.719971
+9.03262681E+00,34.965820,2556.708,2022-07-03 21:43:11.884549
+9.03262672E+00,34.885254,2557.877,2022-07-03 21:43:13.053937
+9.03262543E+00,35.126953,2559.039,2022-07-03 21:43:14.216328
+9.03262677E+00,34.885254,2560.203,2022-07-03 21:43:15.379766
+9.03262868E+00,34.643555,2561.365,2022-07-03 21:43:16.542217
+9.03262878E+00,34.965820,2562.529,2022-07-03 21:43:17.705827
+9.03262708E+00,35.126953,2563.693,2022-07-03 21:43:18.869444
+9.03262856E+00,34.885254,2564.863,2022-07-03 21:43:20.040420
+9.03262749E+00,34.965820,2566.026,2022-07-03 21:43:21.202895
+9.03262763E+00,34.965820,2567.189,2022-07-03 21:43:22.365550
+9.03262849E+00,35.046387,2568.351,2022-07-03 21:43:23.527749
+9.03262742E+00,34.965820,2569.514,2022-07-03 21:43:24.690599
+9.03262836E+00,34.885254,2570.676,2022-07-03 21:43:25.852768
+9.03262692E+00,35.126953,2571.838,2022-07-03 21:43:27.014880
+9.03262968E+00,35.207520,2573.002,2022-07-03 21:43:28.178667
+9.03262924E+00,34.401855,2574.164,2022-07-03 21:43:29.340462
+9.03262912E+00,34.965820,2575.326,2022-07-03 21:43:30.502982
+9.03262894E+00,35.046387,2576.489,2022-07-03 21:43:31.666002
+9.03262827E+00,35.046387,2577.651,2022-07-03 21:43:32.828117
+9.03262710E+00,34.965820,2578.815,2022-07-03 21:43:33.991705
+9.03262951E+00,35.046387,2579.977,2022-07-03 21:43:35.153571
+9.03262972E+00,35.046387,2581.138,2022-07-03 21:43:36.315145
+9.03262919E+00,34.885254,2582.303,2022-07-03 21:43:37.480375
+9.03263004E+00,35.126953,2583.474,2022-07-03 21:43:38.651069
+9.03262860E+00,34.965820,2584.637,2022-07-03 21:43:39.813634
+9.03262940E+00,34.885254,2585.799,2022-07-03 21:43:40.976140
+9.03262918E+00,35.046387,2586.963,2022-07-03 21:43:42.139709
+9.03262924E+00,34.482422,2588.136,2022-07-03 21:43:43.313762
+9.03263013E+00,35.046387,2589.299,2022-07-03 21:43:44.475820
+9.03262964E+00,34.965820,2590.469,2022-07-03 21:43:45.645674
+9.03262907E+00,34.885254,2591.631,2022-07-03 21:43:46.808287
+9.03262911E+00,34.965820,2592.794,2022-07-03 21:43:47.971056
+9.03262986E+00,35.207520,2593.958,2022-07-03 21:43:49.134799
+9.03263040E+00,34.885254,2595.119,2022-07-03 21:43:50.296212
+9.03263053E+00,35.126953,2596.282,2022-07-03 21:43:51.458955
+9.03262972E+00,35.288086,2597.445,2022-07-03 21:43:52.622091
+9.03263061E+00,35.046387,2598.617,2022-07-03 21:43:53.793668
+9.03263012E+00,34.804688,2599.779,2022-07-03 21:43:54.956045
+9.03262923E+00,35.126953,2600.941,2022-07-03 21:43:56.118185
+9.03263008E+00,34.965820,2602.106,2022-07-03 21:43:57.282780
+9.03263066E+00,34.965820,2603.28,2022-07-03 21:43:58.456970
+9.03263136E+00,34.482422,2604.449,2022-07-03 21:43:59.626279
+9.03263145E+00,35.046387,2605.612,2022-07-03 21:44:00.789064
+9.03263169E+00,34.562988,2606.775,2022-07-03 21:44:01.951752
+9.03263138E+00,35.046387,2607.937,2022-07-03 21:44:03.113534
+9.03263169E+00,35.046387,2609.101,2022-07-03 21:44:04.277649
+9.03263082E+00,35.126953,2610.264,2022-07-03 21:44:05.440452
+9.03263202E+00,35.207520,2611.425,2022-07-03 21:44:06.602048
+9.03263215E+00,35.610352,2612.588,2022-07-03 21:44:07.764601
+9.03263173E+00,34.562988,2613.75,2022-07-03 21:44:08.927070
+9.03263128E+00,34.885254,2614.912,2022-07-03 21:44:10.088995
+9.03263208E+00,34.965820,2616.076,2022-07-03 21:44:11.252950
+9.03263157E+00,34.401855,2617.238,2022-07-03 21:44:12.414831
+9.03263059E+00,34.885254,2618.4,2022-07-03 21:44:13.577314
+9.03263077E+00,34.965820,2619.564,2022-07-03 21:44:14.741017
+9.03263086E+00,34.885254,2620.725,2022-07-03 21:44:15.902368
+9.03263287E+00,34.965820,2621.901,2022-07-03 21:44:17.078020
+9.03263225E+00,34.965820,2623.072,2022-07-03 21:44:18.248564
+9.03263046E+00,34.965820,2624.235,2022-07-03 21:44:19.411700
+9.03263127E+00,34.885254,2625.395,2022-07-03 21:44:20.572168
+9.03263097E+00,34.885254,2626.559,2022-07-03 21:44:21.735663
+9.03262999E+00,34.965820,2627.722,2022-07-03 21:44:22.899137
+9.03263227E+00,34.885254,2628.883,2022-07-03 21:44:24.059895
+9.03263081E+00,35.046387,2630.045,2022-07-03 21:44:25.222195
+9.03263028E+00,34.885254,2631.208,2022-07-03 21:44:26.385002
+9.03263153E+00,35.046387,2632.37,2022-07-03 21:44:27.547353
+9.03263117E+00,34.885254,2633.533,2022-07-03 21:44:28.710443
+9.03263385E+00,34.965820,2634.697,2022-07-03 21:44:29.874399
+9.03263373E+00,34.885254,2635.869,2022-07-03 21:44:31.046394
+9.03263342E+00,34.965820,2637.041,2022-07-03 21:44:32.218389
+9.03263342E+00,34.885254,2638.203,2022-07-03 21:44:33.380259
+9.03263279E+00,35.046387,2639.366,2022-07-03 21:44:34.542898
+9.03263225E+00,35.126953,2640.529,2022-07-03 21:44:35.705455
+9.03263332E+00,34.804688,2641.692,2022-07-03 21:44:36.869130
+9.03263269E+00,35.126953,2642.854,2022-07-03 21:44:38.031117
+9.03263202E+00,35.046387,2644.018,2022-07-03 21:44:39.194941
+9.03263254E+00,35.126953,2645.189,2022-07-03 21:44:40.365583
+9.03263366E+00,34.965820,2646.351,2022-07-03 21:44:41.527813
+9.03263263E+00,35.126953,2647.514,2022-07-03 21:44:42.690972
+9.03263369E+00,34.885254,2648.677,2022-07-03 21:44:43.854059
+9.03263356E+00,34.401855,2649.839,2022-07-03 21:44:45.016412
