pwmcount, residuebefore, residueafter,diff,voltbefore,voltafter,voltdiff 
5,2034,1601,433,1.639,1.290,0.349
5,1718,1556,162,1.384,1.253,0.131
5,1917,2279,-362,1.544,1.836,-0.292
5,2081,2005,76,1.676,1.615,0.061
5,1765,2215,-450,1.422,1.784,-0.363
5,2392,1772,620,1.927,1.427,0.499
5,1784,1823,-39,1.437,1.469,-0.031
5,1719,2314,-595,1.385,1.864,-0.479
5,1711,1952,-241,1.378,1.573,-0.194
5,1604,1740,-136,1.292,1.402,-0.110
5,2275,2053,222,1.833,1.654,0.179
5,1504,2052,-548,1.212,1.653,-0.441
,,,0,0.000,0.000,0.000
5,1855,1989,-134,1.494,1.602,-0.108
5,2372,2035,337,1.911,1.639,0.271
5,1843,2019,-176,1.485,1.626,-0.142
5,1715,2367,-652,1.382,1.907,-0.525
5,2017,2042,-25,1.625,1.645,-0.020
5,2216,2360,-144,1.785,1.901,-0.116
5,2120,2310,-190,1.708,1.861,-0.153
5,2069,1583,486,1.667,1.275,0.392
5,2423,1988,435,1.952,1.602,0.350
5,2265,1635,630,1.825,1.317,0.508
5,1488,1846,-358,1.199,1.487,-0.288
5,1846,1972,-126,1.487,1.589,-0.102
5,1991,2228,-237,1.604,1.795,-0.191
5,2186,1616,570,1.761,1.302,0.459
5,1736,1789,-53,1.398,1.441,-0.043
5,1645,2205,-560,1.325,1.776,-0.451
5,2073,2110,-37,1.670,1.700,-0.030
5,1979,2074,-95,1.594,1.671,-0.077
5,2356,2030,326,1.898,1.635,0.263
5,1484,1692,-208,1.195,1.363,-0.168
5,2281,1693,588,1.838,1.364,0.474
5,1711,2008,-297,1.378,1.618,-0.239
5,2230,1607,623,1.796,1.295,0.502
5,1824,2372,-548,1.469,1.911,-0.441
5,2192,2278,-86,1.766,1.835,-0.069
5,1622,2284,-662,1.307,1.840,-0.533
5,1485,1743,-258,1.196,1.404,-0.208
5,2323,1538,785,1.871,1.239,0.632
5,2166,2210,-44,1.745,1.780,-0.035
5,1811,1804,7,1.459,1.453,0.006
5,2341,2018,323,1.886,1.626,0.260
5,1883,2370,-487,1.517,1.909,-0.392
5,2082,2117,-35,1.677,1.705,-0.028
5,2181,2059,122,1.757,1.659,0.098
5,1763,1647,116,1.420,1.327,0.093
5,1963,2092,-129,1.581,1.685,-0.104
5,2214,2086,128,1.784,1.680,0.103
5,1841,1964,-123,1.483,1.582,-0.099
5,1883,2230,-347,1.517,1.796,-0.280
5,1994,2176,-182,1.606,1.753,-0.147
5,1890,1838,52,1.523,1.481,0.042
5,1736,2036,-300,1.398,1.640,-0.242
5,2158,2194,-36,1.738,1.767,-0.029
5,2059,2357,-298,1.659,1.899,-0.240
5,1807,2143,-336,1.456,1.726,-0.271
5,1697,2055,-358,1.367,1.655,-0.288
5,1815,1537,278,1.462,1.238,0.224
5,2376,1984,392,1.914,1.598,0.316
5,1706,1914,-208,1.374,1.542,-0.168
5,1710,1604,106,1.378,1.292,0.085
5,2188,1763,425,1.763,1.420,0.342
5,1762,2050,-288,1.419,1.651,-0.232
5,1860,2313,-453,1.498,1.863,-0.365
5,1718,1456,262,1.384,1.173,0.211
5,1670,2226,-556,1.345,1.793,-0.448
5,1682,1622,60,1.355,1.307,0.048
5,2151,1623,528,1.733,1.307,0.425
5,2160,2251,-91,1.740,1.813,-0.073
5,2012,2265,-253,1.621,1.825,-0.204
5,2276,2060,216,1.834,1.660,0.174
5,2396,1953,443,1.930,1.573,0.357
5,2076,1810,266,1.672,1.458,0.214
5,2230,1501,729,1.796,1.209,0.587
5,2176,1907,269,1.753,1.536,0.217
5,1547,1810,-263,1.246,1.458,-0.212
5,2179,1710,469,1.755,1.378,0.378
5,2135,1764,371,1.720,1.421,0.299
5,1725,2022,-297,1.390,1.629,-0.239
5,2248,1971,277,1.811,1.588,0.223
5,2142,1870,272,1.726,1.506,0.219
5,2404,1725,679,1.937,1.390,0.547
5,2049,1477,572,1.651,1.190,0.461
5,2054,1789,265,1.655,1.441,0.213
5,1903,1750,153,1.533,1.410,0.123
5,1967,1703,264,1.585,1.372,0.213
5,1925,2106,-181,1.551,1.697,-0.146
5,2023,2056,-33,1.630,1.656,-0.027
5,1958,1693,265,1.577,1.364,0.213
5,1805,1744,61,1.454,1.405,0.049
5,2016,1495,521,1.624,1.204,0.420
5,1808,1853,-45,1.456,1.493,-0.036
5,2225,2360,-135,1.792,1.901,-0.109
5,1814,1599,215,1.461,1.288,0.173
5,2178,2064,114,1.755,1.663,0.092
5,1916,2276,-360,1.544,1.834,-0.290
5,2140,2122,18,1.724,1.709,0.015
5,1833,1561,272,1.477,1.258,0.219
5,1581,1691,-110,1.274,1.362,-0.089
5,1848,1629,219,1.489,1.312,0.176
5,1589,2140,-551,1.280,1.724,-0.444
5,2278,2093,185,1.835,1.686,0.149
5,1803,1640,163,1.452,1.321,0.131
5,1860,1698,162,1.498,1.368,0.131
5,2113,2201,-88,1.702,1.773,-0.071
5,1590,1996,-406,1.281,1.608,-0.327
5,2012,1687,325,1.621,1.359,0.262
5,1997,1582,415,1.609,1.274,0.334
5,2161,2038,123,1.741,1.642,0.099
5,2108,2185,-77,1.698,1.760,-0.062
5,1838,2073,-235,1.481,1.670,-0.189
5,1894,1721,173,1.526,1.386,0.139
5,2087,2128,-41,1.681,1.714,-0.033
5,1933,2034,-101,1.557,1.639,-0.081
5,1937,2185,-248,1.560,1.760,-0.200
5,1833,2121,-288,1.477,1.709,-0.232
5,1515,1720,-205,1.220,1.386,-0.165
5,2032,1923,109,1.637,1.549,0.088
5,2130,1611,519,1.716,1.298,0.418
5,2244,1780,464,1.808,1.434,0.374
5,1891,1781,110,1.523,1.435,0.089
5,1791,2238,-447,1.443,1.803,-0.360
5,2050,1926,124,1.651,1.552,0.100
5,1923,1777,146,1.549,1.432,0.118
5,2200,1783,417,1.772,1.436,0.336
5,1532,1528,4,1.234,1.231,0.003
5,2109,1791,318,1.699,1.443,0.256
5,2007,1789,218,1.617,1.441,0.176
5,2213,2304,-91,1.783,1.856,-0.073
5,2428,1949,479,1.956,1.570,0.386
5,2017,2048,-31,1.625,1.650,-0.025
5,1917,1489,428,1.544,1.200,0.345
5,2028,1925,103,1.634,1.551,0.083
5,1683,1619,64,1.356,1.304,0.052
5,1926,1919,7,1.552,1.546,0.006
5,1808,1752,56,1.456,1.411,0.045
5,2065,1479,586,1.664,1.191,0.472
5,2006,2037,-31,1.616,1.641,-0.025
5,1485,2304,-819,1.196,1.856,-0.660
5,2160,2196,-36,1.740,1.769,-0.029
5,1532,1835,-303,1.234,1.478,-0.244
5,1787,2117,-330,1.440,1.705,-0.266
5,2139,1774,365,1.723,1.429,0.294
5,1524,1884,-360,1.228,1.518,-0.290
5,1998,2286,-288,1.610,1.842,-0.232
5,1930,1835,95,1.555,1.478,0.077
5,1791,2392,-601,1.443,1.927,-0.484
5,1833,1925,-92,1.477,1.551,-0.074
5,2244,2381,-137,1.808,1.918,-0.110
5,1876,1666,210,1.511,1.342,0.169
5,2132,1807,325,1.718,1.456,0.262
5,2179,2002,177,1.755,1.613,0.143
5,1553,2057,-504,1.251,1.657,-0.406
5,2124,2209,-85,1.711,1.780,-0.068
5,2265,1528,737,1.825,1.231,0.594
5,1696,1940,-244,1.366,1.563,-0.197
5,1905,2186,-281,1.535,1.761,-0.226
5,1727,1928,-201,1.391,1.553,-0.162
5,1985,2384,-399,1.599,1.921,-0.321
5,2088,1512,576,1.682,1.218,0.464
5,1623,2075,-452,1.307,1.672,-0.364
5,2246,2324,-78,1.809,1.872,-0.063
5,1515,1761,-246,1.220,1.419,-0.198
5,1502,1706,-204,1.210,1.374,-0.164
5,2287,2259,28,1.842,1.820,0.023
5,2222,1989,233,1.790,1.602,0.188
5,1600,1705,-105,1.289,1.374,-0.085
5,2019,2305,-286,1.626,1.857,-0.230
5,2272,1901,371,1.830,1.531,0.299
5,1757,1910,-153,1.415,1.539,-0.123
5,1763,1651,112,1.420,1.330,0.090
5,2229,2212,17,1.796,1.782,0.014
5,2237,1873,364,1.802,1.509,0.293
5,1715,2174,-459,1.382,1.751,-0.370
5,1916,2074,-158,1.544,1.671,-0.127
5,1625,2008,-383,1.309,1.618,-0.309
5,2023,2010,13,1.630,1.619,0.010
5,2123,1903,220,1.710,1.533,0.177
5,1548,1855,-307,1.247,1.494,-0.247
5,1701,2146,-445,1.370,1.729,-0.358
5,1952,2201,-249,1.573,1.773,-0.201
5,2428,1911,517,1.956,1.539,0.416
5,1704,2208,-504,1.373,1.779,-0.406
5,1607,1765,-158,1.295,1.422,-0.127
5,1772,1883,-111,1.427,1.517,-0.089
5,1985,2222,-237,1.599,1.790,-0.191
5,1631,2083,-452,1.314,1.678,-0.364
5,1796,1793,3,1.447,1.444,0.002
5,2116,1601,515,1.705,1.290,0.415
5,2249,2222,27,1.812,1.790,0.022
5,2133,2105,28,1.718,1.696,0.023
5,1950,1862,88,1.571,1.500,0.071
5,2173,2211,-38,1.751,1.781,-0.031
5,1879,1462,417,1.514,1.178,0.336
5,1781,1891,-110,1.435,1.523,-0.089
5,2262,2135,127,1.822,1.720,0.102
5,1930,2184,-254,1.555,1.759,-0.205
5,1844,1981,-137,1.485,1.596,-0.110
5,2402,1881,521,1.935,1.515,0.420
5,2260,2037,223,1.821,1.641,0.180
5,2071,1955,116,1.668,1.575,0.093
5,1713,1865,-152,1.380,1.502,-0.122
5,1972,2058,-86,1.589,1.658,-0.069
5,1623,1667,-44,1.307,1.343,-0.035
5,1843,2356,-513,1.485,1.898,-0.413
5,2282,2062,220,1.838,1.661,0.177
5,2030,1880,150,1.635,1.515,0.121
5,2150,1842,308,1.732,1.484,0.248
5,1702,1807,-105,1.371,1.456,-0.085
5,1558,1863,-305,1.255,1.501,-0.246
5,2030,2117,-87,1.635,1.705,-0.070
5,1671,1957,-286,1.346,1.577,-0.230
5,1557,1957,-400,1.254,1.577,-0.322
5,2034,1769,265,1.639,1.425,0.213
5,2350,2127,223,1.893,1.713,0.180
5,1738,2143,-405,1.400,1.726,-0.326
5,2019,2119,-100,1.626,1.707,-0.081
5,2031,1879,152,1.636,1.514,0.122
5,2149,1677,472,1.731,1.351,0.380
5,1933,1932,1,1.557,1.556,0.001
5,1910,2101,-191,1.539,1.693,-0.154
5,2027,2222,-195,1.633,1.790,-0.157
5,2033,1666,367,1.638,1.342,0.296
5,1732,2181,-449,1.395,1.757,-0.362
5,1998,2238,-240,1.610,1.803,-0.193
5,2152,2041,111,1.734,1.644,0.089
5,1708,2112,-404,1.376,1.701,-0.325
5,1986,1982,4,1.600,1.597,0.003
5,2119,1951,168,1.707,1.572,0.135
5,1914,2219,-305,1.542,1.788,-0.246
5,1568,1871,-303,1.263,1.507,-0.244
5,2193,1886,307,1.767,1.519,0.247
5,1930,1734,196,1.555,1.397,0.158
5,1596,2107,-511,1.286,1.697,-0.412
5,2088,2074,14,1.682,1.671,0.011
5,1624,1731,-107,1.308,1.394,-0.086
5,1702,1862,-160,1.371,1.500,-0.129
5,1922,1575,347,1.548,1.269,0.280
5,1959,1815,144,1.578,1.462,0.116
5,1987,1469,518,1.601,1.183,0.417
5,1737,1979,-242,1.399,1.594,-0.195
5,1799,2202,-403,1.449,1.774,-0.325
5,2168,1997,171,1.747,1.609,0.138
5,1965,2115,-150,1.583,1.704,-0.121
5,1983,1722,261,1.597,1.387,0.210
5,2260,1995,265,1.821,1.607,0.213
5,1971,1494,477,1.588,1.204,0.384
5,1867,1649,218,1.504,1.328,0.176
5,2072,1921,151,1.669,1.548,0.122
5,2032,2277,-245,1.637,1.834,-0.197
5,1679,2036,-357,1.353,1.640,-0.288
5,1850,1525,325,1.490,1.229,0.262
5,2158,1897,261,1.738,1.528,0.210
5,1921,1815,106,1.548,1.462,0.085
5,1881,1883,-2,1.515,1.517,-0.002
5,2059,2044,15,1.659,1.647,0.012
5,1916,1956,-40,1.544,1.576,-0.032
5,1822,2064,-242,1.468,1.663,-0.195
5,1917,1716,201,1.544,1.382,0.162
5,2090,1722,368,1.684,1.387,0.296
5,1779,1622,157,1.433,1.307,0.126
5,1526,1900,-374,1.229,1.531,-0.301
5,2362,1900,462,1.903,1.531,0.372
5,2010,1852,158,1.619,1.492,0.127
5,2220,1850,370,1.788,1.490,0.298
5,1663,2166,-503,1.340,1.745,-0.405
5,2304,1879,425,1.856,1.514,0.342
5,2049,1897,152,1.651,1.528,0.122
5,2118,1803,315,1.706,1.452,0.254
5,2021,2051,-30,1.628,1.652,-0.024
5,1599,1484,115,1.288,1.195,0.093
5,1494,1690,-196,1.204,1.361,-0.158
5,1860,1709,151,1.498,1.377,0.122
5,1671,1500,171,1.346,1.208,0.138
5,2348,1921,427,1.892,1.548,0.344
5,1979,2023,-44,1.594,1.630,-0.035
5,2200,1889,311,1.772,1.522,0.251
5,2212,1535,677,1.782,1.237,0.545
5,2170,2154,16,1.748,1.735,0.013
5,1761,1819,-58,1.419,1.465,-0.047
5,2191,1613,578,1.765,1.299,0.466
5,1915,1615,300,1.543,1.301,0.242
5,1985,2370,-385,1.599,1.909,-0.310
5,2027,1958,69,1.633,1.577,0.056
5,1924,1958,-34,1.550,1.577,-0.027
5,2023,1917,106,1.630,1.544,0.085
5,1822,2381,-559,1.468,1.918,-0.450
5,1995,1884,111,1.607,1.518,0.089
5,2055,2350,-295,1.655,1.893,-0.238
5,2268,2246,22,1.827,1.809,0.018
5,1697,1582,115,1.367,1.274,0.093
5,2005,1931,74,1.615,1.556,0.060
5,2266,1835,431,1.825,1.478,0.347
5,2049,1579,470,1.651,1.272,0.379
5,1953,1500,453,1.573,1.208,0.365
5,1973,1452,521,1.589,1.170,0.420
5,2132,2220,-88,1.718,1.788,-0.071
5,2030,1968,62,1.635,1.585,0.050
5,1914,2226,-312,1.542,1.793,-0.251
5,1778,1570,208,1.432,1.265,0.168
5,1998,2140,-142,1.610,1.724,-0.114
5,1755,1583,172,1.414,1.275,0.139
5,1950,1804,146,1.571,1.453,0.118
5,1862,2210,-348,1.500,1.780,-0.280
5,2225,1748,477,1.792,1.408,0.384
5,1551,1811,-260,1.249,1.459,-0.209
5,2236,2013,223,1.801,1.622,0.180
5,1919,1657,262,1.546,1.335,0.211
5,1869,1957,-88,1.506,1.577,-0.071
5,2436,2020,416,1.962,1.627,0.335
5,1735,1785,-50,1.398,1.438,-0.040
5,1935,2034,-99,1.559,1.639,-0.080
5,1745,2042,-297,1.406,1.645,-0.239
5,1913,2206,-293,1.541,1.777,-0.236
5,2027,1763,264,1.633,1.420,0.213
5,2184,2273,-89,1.759,1.831,-0.072
5,1772,1761,11,1.427,1.419,0.009
5,2083,1658,425,1.678,1.336,0.342
5,2184,1757,427,1.759,1.415,0.344
5,2282,2063,219,1.838,1.662,0.176
5,2413,2085,328,1.944,1.680,0.264
5,2120,1638,482,1.708,1.320,0.388
5,2426,2194,232,1.954,1.767,0.187
5,1864,2217,-353,1.502,1.786,-0.284
5,1598,2150,-552,1.287,1.732,-0.445
5,2264,1840,424,1.824,1.482,0.342
5,2208,1632,576,1.779,1.315,0.464
5,2162,1861,301,1.742,1.499,0.242
5,2392,1750,642,1.927,1.410,0.517
5,2232,1703,529,1.798,1.372,0.426
5,2067,2138,-71,1.665,1.722,-0.057
5,1860,1899,-39,1.498,1.530,-0.031
5,2212,1745,467,1.782,1.406,0.376
5,2216,1898,318,1.785,1.529,0.256
5,1539,1690,-151,1.240,1.361,-0.122
5,1899,1790,109,1.530,1.442,0.088
5,2214,2345,-131,1.784,1.889,-0.106
5,1694,2358,-664,1.365,1.900,-0.535
5,2218,1936,282,1.787,1.560,0.227
5,1490,1640,-150,1.200,1.321,-0.121
5,2012,1543,469,1.621,1.243,0.378
5,2009,1985,24,1.618,1.599,0.019
5,2316,1941,375,1.866,1.564,0.302
5,2270,1947,323,1.829,1.568,0.260
5,1557,1856,-299,1.254,1.495,-0.241
5,2072,1490,582,1.669,1.200,0.469
5,1974,1861,113,1.590,1.499,0.091
5,1817,2320,-503,1.464,1.869,-0.405
5,2081,1498,583,1.676,1.207,0.470
5,2133,2061,72,1.718,1.660,0.058
5,1671,1825,-154,1.346,1.470,-0.124
5,1781,2382,-601,1.435,1.919,-0.484
5,2260,1532,728,1.821,1.234,0.586
5,1704,1999,-295,1.373,1.610,-0.238
5,2018,2053,-35,1.626,1.654,-0.028
5,1601,1952,-351,1.290,1.573,-0.283
5,1815,1559,256,1.462,1.256,0.206
5,1922,1830,92,1.548,1.474,0.074
5,1998,2299,-301,1.610,1.852,-0.242
5,1962,2163,-201,1.581,1.742,-0.162
5,1980,2023,-43,1.595,1.630,-0.035
5,1583,1896,-313,1.275,1.527,-0.252
5,2220,2107,113,1.788,1.697,0.091
5,1723,1616,107,1.388,1.302,0.086
5,2244,2075,169,1.808,1.672,0.136
5,2254,1924,330,1.816,1.550,0.266
5,2299,1881,418,1.852,1.515,0.337
5,2248,2023,225,1.811,1.630,0.181
5,1580,2127,-547,1.273,1.713,-0.441
5,1577,1975,-398,1.270,1.591,-0.321
5,2041,1462,579,1.644,1.178,0.466
5,1834,2227,-393,1.477,1.794,-0.317
5,1994,1679,315,1.606,1.353,0.254
5,1903,1798,105,1.533,1.448,0.085
5,1815,2324,-509,1.462,1.872,-0.410
5,1980,1919,61,1.595,1.546,0.049
5,1503,2161,-658,1.211,1.741,-0.530
5,1790,1573,217,1.442,1.267,0.175
5,2044,1777,267,1.647,1.432,0.215
5,1896,2040,-144,1.527,1.643,-0.116
5,2318,1590,728,1.867,1.281,0.586
5,1656,1803,-147,1.334,1.452,-0.118
5,1711,2101,-390,1.378,1.693,-0.314
5,2225,2048,177,1.792,1.650,0.143
5,1815,1503,312,1.462,1.211,0.251
5,1915,1823,92,1.543,1.469,0.074
5,1920,1609,311,1.547,1.296,0.251
5,2400,2065,335,1.933,1.664,0.270
5,1776,1663,113,1.431,1.340,0.091
5,1628,1776,-148,1.311,1.431,-0.119
5,2139,2067,72,1.723,1.665,0.058
5,2195,1776,419,1.768,1.431,0.338
5,2255,1675,580,1.817,1.349,0.467
5,2045,2229,-184,1.647,1.796,-0.148
5,1845,1987,-142,1.486,1.601,-0.114
5,2161,2091,70,1.741,1.684,0.056
5,2104,2147,-43,1.695,1.730,-0.035
5,2062,2200,-138,1.661,1.772,-0.111
5,1861,2053,-192,1.499,1.654,-0.155
5,1717,1759,-42,1.383,1.417,-0.034
5,2079,1759,320,1.675,1.417,0.258
5,1817,1505,312,1.464,1.212,0.251
5,1784,2021,-237,1.437,1.628,-0.191
5,2152,1676,476,1.734,1.350,0.383
5,1832,1567,265,1.476,1.262,0.213
5,2097,2292,-195,1.689,1.846,-0.157
5,1633,1938,-305,1.316,1.561,-0.246
5,1912,1692,220,1.540,1.363,0.177
5,2011,2196,-185,1.620,1.769,-0.149
5,1700,1938,-238,1.369,1.561,-0.192
5,2267,1895,372,1.826,1.527,0.300
5,2217,1939,278,1.786,1.562,0.224
5,1815,2222,-407,1.462,1.790,-0.328
5,1720,1725,-5,1.386,1.390,-0.004
5,1986,1679,307,1.600,1.353,0.247
5,1894,1784,110,1.526,1.437,0.089
5,1583,2089,-506,1.275,1.683,-0.408
5,2164,2147,17,1.743,1.730,0.014
5,2020,2010,10,1.627,1.619,0.008
5,2035,2020,15,1.639,1.627,0.012
5,1788,1846,-58,1.440,1.487,-0.047
5,1933,1924,9,1.557,1.550,0.007
5,1795,1630,165,1.446,1.313,0.133
5,2113,1852,261,1.702,1.492,0.210
5,1861,2060,-199,1.499,1.660,-0.160
5,2183,1723,460,1.759,1.388,0.371
5,2248,1713,535,1.811,1.380,0.431
5,1922,2176,-254,1.548,1.753,-0.205
5,1920,1509,411,1.547,1.216,0.331
5,1628,1833,-205,1.311,1.477,-0.165
5,1895,1624,271,1.527,1.308,0.218
5,1487,1903,-416,1.198,1.533,-0.335
5,2008,2312,-304,1.618,1.863,-0.245
5,1979,2226,-247,1.594,1.793,-0.199
5,1682,1784,-102,1.355,1.437,-0.082
5,1939,2037,-98,1.562,1.641,-0.079
5,1753,1800,-47,1.412,1.450,-0.038
5,2339,2010,329,1.884,1.619,0.265
5,2136,2118,18,1.721,1.706,0.015
5,1678,1789,-111,1.352,1.441,-0.089
5,2326,2109,217,1.874,1.699,0.175
5,1608,2363,-755,1.295,1.904,-0.608
5,1709,1866,-157,1.377,1.503,-0.126
5,1510,1667,-157,1.216,1.343,-0.126
5,2144,2077,67,1.727,1.673,0.054
5,2165,2057,108,1.744,1.657,0.087
5,2182,1816,366,1.758,1.463,0.295
5,1814,2317,-503,1.461,1.867,-0.405
5,2342,2371,-29,1.887,1.910,-0.023
5,2185,2020,165,1.760,1.627,0.133
5,2042,1624,418,1.645,1.308,0.337
5,2054,1847,207,1.655,1.488,0.167
5,2160,1747,413,1.740,1.407,0.333
5,1600,1854,-254,1.289,1.494,-0.205
5,1876,2388,-512,1.511,1.924,-0.412
5,2100,1691,409,1.692,1.362,0.329
5,1704,1852,-148,1.373,1.492,-0.119
5,1916,1698,218,1.544,1.368,0.176
5,1762,1960,-198,1.419,1.579,-0.160
5,1735,2027,-292,1.398,1.633,-0.235
5,2254,1897,357,1.816,1.528,0.288
5,2115,1913,202,1.704,1.541,0.163
5,1621,1923,-302,1.306,1.549,-0.243
5,2204,1921,283,1.776,1.548,0.228
5,1743,2198,-455,1.404,1.771,-0.367
5,2184,2182,2,1.759,1.758,0.002
5,1889,1978,-89,1.522,1.593,-0.072
5,2001,2255,-254,1.612,1.817,-0.205
5,2077,2214,-137,1.673,1.784,-0.110
5,1981,1827,154,1.596,1.472,0.124
5,2106,2148,-42,1.697,1.730,-0.034
5,2185,1623,562,1.760,1.307,0.453
5,1897,1636,261,1.528,1.318,0.210
5,2378,2312,66,1.916,1.863,0.053
5,1977,2068,-91,1.593,1.666,-0.073
5,1925,2084,-159,1.551,1.679,-0.128
5,1851,1853,-2,1.491,1.493,-0.002
5,1660,1663,-3,1.337,1.340,-0.002
5,1993,1892,101,1.606,1.524,0.081
5,1759,1565,194,1.417,1.261,0.156
5,1788,1684,104,1.440,1.357,0.084
5,2277,2162,115,1.834,1.742,0.093
5,1772,1915,-143,1.427,1.543,-0.115
5,1789,1745,44,1.441,1.406,0.035
5,2232,1669,563,1.798,1.345,0.454
5,2107,1903,204,1.697,1.533,0.164
5,2067,2213,-146,1.665,1.783,-0.118
5,1871,2172,-301,1.507,1.750,-0.242
5,1528,1481,47,1.231,1.193,0.038
5,2226,1958,268,1.793,1.577,0.216
5,2148,2147,1,1.730,1.730,0.001
5,2336,1881,455,1.882,1.515,0.367
5,2148,2346,-198,1.730,1.890,-0.160
5,1861,2017,-156,1.499,1.625,-0.126
5,2201,1676,525,1.773,1.350,0.423
5,1946,2208,-262,1.568,1.779,-0.211
5,2132,1880,252,1.718,1.515,0.203
5,1751,1807,-56,1.411,1.456,-0.045
5,1717,1779,-62,1.383,1.433,-0.050
5,2004,1538,466,1.614,1.239,0.375
5,2178,1502,676,1.755,1.210,0.545
5,2394,2218,176,1.929,1.787,0.142
5,1511,1764,-253,1.217,1.421,-0.204
5,2036,1980,56,1.640,1.595,0.045
5,1689,2200,-511,1.361,1.772,-0.412
5,2172,1553,619,1.750,1.251,0.499
5,1922,2181,-259,1.548,1.757,-0.209
5,2257,2237,20,1.818,1.802,0.016
5,1850,2008,-158,1.490,1.618,-0.127
5,2150,1640,510,1.732,1.321,0.411
5,2326,2320,6,1.874,1.869,0.005
5,1726,2181,-455,1.390,1.757,-0.367
5,2152,1896,256,1.734,1.527,0.206
5,1759,1954,-195,1.417,1.574,-0.157
5,1929,1785,144,1.554,1.438,0.116
5,2169,2210,-41,1.747,1.780,-0.033
5,1558,2065,-507,1.255,1.664,-0.408
5,2412,2243,169,1.943,1.807,0.136
5,2166,1811,355,1.745,1.459,0.286
5,2079,1879,200,1.675,1.514,0.161
5,2208,2000,208,1.779,1.611,0.168
5,1765,1565,200,1.422,1.261,0.161
5,1779,1470,309,1.433,1.184,0.249
5,2224,2210,14,1.792,1.780,0.011
5,2134,1884,250,1.719,1.518,0.201
5,2160,2210,-50,1.740,1.780,-0.040
5,1874,2113,-239,1.510,1.702,-0.193
5,1926,1519,407,1.552,1.224,0.328
5,1859,2223,-364,1.498,1.791,-0.293
5,2366,2103,263,1.906,1.694,0.212
5,1974,1775,199,1.590,1.430,0.160
5,2312,2256,56,1.863,1.817,0.045
5,1967,1499,468,1.585,1.208,0.377
5,1923,2131,-208,1.549,1.717,-0.168
5,1843,1901,-58,1.485,1.531,-0.047
5,2326,2041,285,1.874,1.644,0.230
5,2014,2003,11,1.622,1.614,0.009
5,1672,2283,-611,1.347,1.839,-0.492
5,2205,1489,716,1.776,1.200,0.577
5,1968,2158,-190,1.585,1.738,-0.153
5,1819,1827,-8,1.465,1.472,-0.006
5,2254,2196,58,1.816,1.769,0.047
5,1936,1741,195,1.560,1.403,0.157
5,2171,2153,18,1.749,1.734,0.015
5,2224,2000,224,1.792,1.611,0.180
5,1915,2019,-104,1.543,1.626,-0.084
5,1631,1803,-172,1.314,1.452,-0.139
5,2228,1711,517,1.795,1.378,0.416
5,2194,2080,114,1.767,1.676,0.092
5,1941,1942,-1,1.564,1.564,-0.001
5,2021,1928,93,1.628,1.553,0.075
5,2360,1852,508,1.901,1.492,0.409
5,1701,2060,-359,1.370,1.660,-0.289
5,2250,1677,573,1.813,1.351,0.462
5,1747,2004,-257,1.407,1.614,-0.207
5,1884,2137,-253,1.518,1.722,-0.204
5,1544,1944,-400,1.244,1.566,-0.322
5,2019,2220,-201,1.626,1.788,-0.162
5,2044,1528,516,1.647,1.231,0.416
5,1858,2008,-150,1.497,1.618,-0.121
5,1778,1729,49,1.432,1.393,0.039
5,2062,1961,101,1.661,1.580,0.081
5,1895,2098,-203,1.527,1.690,-0.164
5,1951,1919,32,1.572,1.546,0.026
5,1623,1579,44,1.307,1.272,0.035
5,2212,1533,679,1.782,1.235,0.547
5,2276,2006,270,1.834,1.616,0.218
5,1988,2032,-44,1.602,1.637,-0.035
5,1962,1997,-35,1.581,1.609,-0.028
5,2019,1615,404,1.626,1.301,0.325
5,2049,1903,146,1.651,1.533,0.118
5,2022,2131,-109,1.629,1.717,-0.088
5,2210,2104,106,1.780,1.695,0.085
5,1767,1622,145,1.423,1.307,0.117
5,2060,1487,573,1.660,1.198,0.462
5,1664,2228,-564,1.340,1.795,-0.454
5,2113,2041,72,1.702,1.644,0.058
5,2225,1918,307,1.792,1.545,0.247
5,1840,1902,-62,1.482,1.532,-0.050
5,2334,1513,821,1.880,1.219,0.661
5,2106,1907,199,1.697,1.536,0.160
5,2073,2170,-97,1.670,1.748,-0.078
5,2160,2314,-154,1.740,1.864,-0.124
5,2352,2144,208,1.895,1.727,0.168
5,2178,1964,214,1.755,1.582,0.172
5,2246,2225,21,1.809,1.792,0.017
5,1791,2304,-513,1.443,1.856,-0.413
5,1815,2219,-404,1.462,1.788,-0.325
5,1625,1904,-279,1.309,1.534,-0.225
5,2176,1661,515,1.753,1.338,0.415
5,1831,1567,264,1.475,1.262,0.213
5,1743,1932,-189,1.404,1.556,-0.152
5,1947,2048,-101,1.568,1.650,-0.081
5,2287,2234,53,1.842,1.800,0.043
5,2051,1897,154,1.652,1.528,0.124
5,2280,1711,569,1.837,1.378,0.458
5,1878,1675,203,1.513,1.349,0.164
5,1840,1928,-88,1.482,1.553,-0.071
5,1964,1952,12,1.582,1.573,0.010
5,1913,2217,-304,1.541,1.786,-0.245
5,1912,1925,-13,1.540,1.551,-0.010
5,2141,1898,243,1.725,1.529,0.196
5,2266,1912,354,1.825,1.540,0.285
5,2236,2324,-88,1.801,1.872,-0.071
5,1787,1845,-58,1.440,1.486,-0.047
5,1491,1957,-466,1.201,1.577,-0.375
5,2038,1924,114,1.642,1.550,0.092
