pwmcount, residuebefore, residueafter,diff,voltbefore,voltafter,voltdiff 
5,1759,1963,-204,1.417,1.581,-0.164
5,2001,1916,85,1.612,1.544,0.068
5,1981,2033,-52,1.596,1.638,-0.042
5,1799,1953,-154,1.449,1.573,-0.124
5,1567,1626,-59,1.262,1.310,-0.048
5,1703,1666,37,1.372,1.342,0.030
5,1735,1702,33,1.398,1.371,0.027
5,2399,2346,53,1.933,1.890,0.043
5,2272,2219,53,1.830,1.788,0.043
5,1903,1990,-87,1.533,1.603,-0.070
5,2275,1927,348,1.833,1.552,0.280
5,1899,2152,-253,1.530,1.734,-0.204
5,2079,2134,-55,1.675,1.719,-0.044
5,2160,2210,-50,1.740,1.780,-0.040
5,1823,2079,-256,1.469,1.675,-0.206
5,1693,2102,-409,1.364,1.693,-0.329
5,1764,1820,-56,1.421,1.466,-0.045
5,2003,1791,212,1.614,1.443,0.171
5,1861,1811,50,1.499,1.459,0.040
5,2092,1580,512,1.685,1.273,0.412
5,1958,1909,49,1.577,1.538,0.039
5,1715,1975,-260,1.382,1.591,-0.209
5,1907,1863,44,1.536,1.501,0.035
5,2140,2190,-50,1.724,1.764,-0.040
5,1803,2007,-204,1.452,1.617,-0.164
5,1727,2301,-574,1.391,1.854,-0.462
5,1600,1760,-160,1.289,1.418,-0.129
5,2162,1541,621,1.742,1.241,0.500
5,1503,2108,-605,1.211,1.698,-0.487
5,1510,1557,-47,1.216,1.254,-0.038
5,1733,2348,-615,1.396,1.892,-0.495
5,2104,1902,202,1.695,1.532,0.163
5,1907,2363,-456,1.536,1.904,-0.367
5,1666,2121,-455,1.342,1.709,-0.367
5,2041,2185,-144,1.644,1.760,-0.116
5,1749,1646,103,1.409,1.326,0.083
5,2280,1499,781,1.837,1.208,0.629
5,1914,2286,-372,1.542,1.842,-0.300
5,2208,2101,107,1.779,1.693,0.086
5,2235,1821,414,1.800,1.467,0.334
5,2315,1898,417,1.865,1.529,0.336
5,2228,2219,9,1.795,1.788,0.007
5,1915,1973,-58,1.543,1.589,-0.047
5,1491,1538,-47,1.201,1.239,-0.038
5,1969,2224,-255,1.586,1.792,-0.205
5,1837,1841,-4,1.480,1.483,-0.003
5,1753,1755,-2,1.412,1.414,-0.002
5,1721,1970,-249,1.386,1.587,-0.201
5,2009,2150,-141,1.618,1.732,-0.114
5,1870,1925,-55,1.506,1.551,-0.044
5,2142,1932,210,1.726,1.556,0.169
5,1995,1791,204,1.607,1.443,0.164
5,1752,2260,-508,1.411,1.821,-0.409
5,2327,2153,174,1.875,1.734,0.140
5,1716,2269,-553,1.382,1.828,-0.445
5,1517,1670,-153,1.222,1.345,-0.123
5,1788,1893,-105,1.440,1.525,-0.085
5,1852,1656,196,1.492,1.334,0.158
5,2298,1887,411,1.851,1.520,0.331
5,1739,1930,-191,1.401,1.555,-0.154
5,2019,2058,-39,1.626,1.658,-0.031
5,1883,2238,-355,1.517,1.803,-0.286
5,2214,1855,359,1.784,1.494,0.289
5,2008,2045,-37,1.618,1.647,-0.030
5,2009,1691,318,1.618,1.362,0.256
5,2228,2058,170,1.795,1.658,0.137
5,2083,1723,360,1.678,1.388,0.290
5,2261,2361,-100,1.821,1.902,-0.081
5,2436,2211,225,1.962,1.781,0.181
5,2033,1667,366,1.638,1.343,0.295
5,1790,2036,-246,1.442,1.640,-0.198
5,2422,1751,671,1.951,1.411,0.541
5,1870,2373,-503,1.506,1.912,-0.405
5,1777,1869,-92,1.432,1.506,-0.074
5,1626,2133,-507,1.310,1.718,-0.408
5,2264,2042,222,1.824,1.645,0.179
5,2124,2059,65,1.711,1.659,0.052
5,2350,1959,391,1.893,1.578,0.315
5,1565,1662,-97,1.261,1.339,-0.078
5,1986,1924,62,1.600,1.550,0.050
5,1692,1743,-51,1.363,1.404,-0.041
5,2171,1809,362,1.749,1.457,0.292
5,1772,1968,-196,1.427,1.585,-0.158
5,1831,2128,-297,1.475,1.714,-0.239
5,1642,1904,-262,1.323,1.534,-0.211
5,1503,1549,-46,1.211,1.248,-0.037
5,1721,1471,250,1.386,1.185,0.201
5,2160,1907,253,1.740,1.536,0.204
5,1917,2074,-157,1.544,1.671,-0.126
5,1979,2327,-348,1.594,1.875,-0.280
5,2196,2179,17,1.769,1.755,0.014
5,1936,1688,248,1.560,1.360,0.200
5,1806,2163,-357,1.455,1.742,-0.288
5,2405,1836,569,1.937,1.479,0.458
5,1899,1939,-40,1.530,1.562,-0.032
5,2232,1874,358,1.798,1.510,0.288
5,1716,2120,-404,1.382,1.708,-0.325
5,1633,2086,-453,1.316,1.680,-0.365
5,2116,1854,262,1.705,1.494,0.211
5,1914,2209,-295,1.542,1.780,-0.238
5,1878,2128,-250,1.513,1.714,-0.201
5,1838,1740,98,1.481,1.402,0.079
5,2015,1605,410,1.623,1.293,0.330
5,1572,1777,-205,1.266,1.432,-0.165
5,2213,1699,514,1.783,1.369,0.414
5,2014,1917,97,1.622,1.544,0.078
5,2134,2377,-243,1.719,1.915,-0.196
5,1929,1732,197,1.554,1.395,0.159
5,2055,2340,-285,1.655,1.885,-0.230
5,1936,1742,194,1.560,1.403,0.156
5,1548,2203,-655,1.247,1.775,-0.528
5,2124,2374,-250,1.711,1.912,-0.201
5,1770,1499,271,1.426,1.208,0.218
5,1817,1919,-102,1.464,1.546,-0.082
5,2236,1919,317,1.801,1.546,0.255
5,2085,2379,-294,1.680,1.916,-0.237
5,1527,2351,-824,1.230,1.894,-0.664
5,1583,2300,-717,1.275,1.853,-0.578
5,1644,1907,-263,1.324,1.536,-0.212
5,2015,2048,-33,1.623,1.650,-0.027
5,1610,2268,-658,1.297,1.827,-0.530
5,1627,2080,-453,1.311,1.676,-0.365
5,1994,1679,315,1.606,1.353,0.254
5,1749,1807,-58,1.409,1.456,-0.047
5,1822,1919,-97,1.468,1.546,-0.078
5,1572,1784,-212,1.266,1.437,-0.171
5,1749,2205,-456,1.409,1.776,-0.367
5,1812,2159,-347,1.460,1.739,-0.280
5,1716,2017,-301,1.382,1.625,-0.242
5,1622,1618,4,1.307,1.303,0.003
5,2052,1633,419,1.653,1.316,0.338
5,2168,2152,16,1.747,1.734,0.013
5,1917,1763,154,1.544,1.420,0.124
5,1978,1670,308,1.593,1.345,0.248
5,2103,1694,409,1.694,1.365,0.329
5,2116,2112,4,1.705,1.701,0.003
5,1677,2028,-351,1.351,1.634,-0.283
5,2153,1585,568,1.734,1.277,0.458
5,2115,2214,-99,1.704,1.784,-0.080
5,2078,1917,161,1.674,1.544,0.130
5,1971,1907,64,1.588,1.536,0.052
5,1656,1919,-263,1.334,1.546,-0.212
5,1780,1625,155,1.434,1.309,0.125
5,2314,2049,265,1.864,1.651,0.213
5,1499,2216,-717,1.208,1.785,-0.578
5,1778,1771,7,1.432,1.427,0.006
5,1922,2024,-102,1.548,1.631,-0.082
5,1736,2092,-356,1.398,1.685,-0.287
5,1646,2048,-402,1.326,1.650,-0.324
5,1919,1708,211,1.546,1.376,0.170
5,1565,1671,-106,1.261,1.346,-0.085
5,1643,2252,-609,1.324,1.814,-0.491
5,1718,2384,-666,1.384,1.921,-0.537
5,1924,1986,-62,1.550,1.600,-0.050
5,1541,1747,-206,1.241,1.407,-0.166
5,1958,2151,-193,1.577,1.733,-0.155
5,2435,1923,512,1.962,1.549,0.412
5,2088,1782,306,1.682,1.436,0.247
5,1486,1585,-99,1.197,1.277,-0.080
5,1494,1552,-58,1.204,1.250,-0.047
5,2190,1725,465,1.764,1.390,0.375
5,1737,1791,-54,1.399,1.443,-0.044
5,2321,2114,207,1.870,1.703,0.167
5,2077,1726,351,1.673,1.390,0.283
5,1736,1740,-4,1.398,1.402,-0.003
5,1501,2216,-715,1.209,1.785,-0.576
5,1829,2388,-559,1.473,1.924,-0.450
5,1542,1866,-324,1.242,1.503,-0.261
5,1723,1928,-205,1.388,1.553,-0.165
5,2151,2147,4,1.733,1.730,0.003
5,2336,1820,516,1.882,1.466,0.416
5,2252,1730,522,1.814,1.394,0.421
5,2211,2160,51,1.781,1.740,0.041
5,2132,1915,217,1.718,1.543,0.175
5,2228,2161,67,1.795,1.741,0.054
5,1668,2179,-511,1.344,1.755,-0.412
5,1789,2192,-403,1.441,1.766,-0.325
5,2164,2207,-43,1.743,1.778,-0.035
5,2173,1711,462,1.751,1.378,0.372
5,1833,2233,-400,1.477,1.799,-0.322
5,2211,2088,123,1.781,1.682,0.099
5,2319,2369,-50,1.868,1.908,-0.040
5,1873,2124,-251,1.509,1.711,-0.202
5,1889,1781,108,1.522,1.435,0.087
5,1995,2247,-252,1.607,1.810,-0.203
5,2279,1652,627,1.836,1.331,0.505
5,2134,1873,261,1.719,1.509,0.210
5,2192,1737,455,1.766,1.399,0.367
5,2158,1480,678,1.738,1.192,0.546
5,1903,1636,267,1.533,1.318,0.215
5,2016,2307,-291,1.624,1.858,-0.234
5,1764,1871,-107,1.421,1.507,-0.086
5,1989,2075,-86,1.602,1.672,-0.069
5,1530,2091,-561,1.233,1.684,-0.452
5,2318,1750,568,1.867,1.410,0.458
5,2073,2320,-247,1.670,1.869,-0.199
5,1982,1971,11,1.597,1.588,0.009
5,2053,1795,258,1.654,1.446,0.208
5,1541,1693,-152,1.241,1.364,-0.122
5,1714,2016,-302,1.381,1.624,-0.243
5,1775,2166,-391,1.430,1.745,-0.315
5,1522,1931,-409,1.226,1.556,-0.329
5,1491,2157,-666,1.201,1.738,-0.537
5,1919,2067,-148,1.546,1.665,-0.119
5,1989,2030,-41,1.602,1.635,-0.033
5,1851,1704,147,1.491,1.373,0.118
5,1767,1881,-114,1.423,1.515,-0.092
5,2050,1899,151,1.651,1.530,0.122
5,2432,1549,883,1.959,1.248,0.711
5,1842,1793,49,1.484,1.444,0.039
5,2130,1671,459,1.716,1.346,0.370
5,1799,2095,-296,1.449,1.688,-0.238
5,2272,1764,508,1.830,1.421,0.409
5,1899,1694,205,1.530,1.365,0.165
5,2076,1818,258,1.672,1.465,0.208
5,1629,1795,-166,1.312,1.446,-0.134
5,2064,2159,-95,1.663,1.739,-0.077
5,1667,1974,-307,1.343,1.590,-0.247
5,1999,1940,59,1.610,1.563,0.048
5,2280,2224,56,1.837,1.792,0.045
5,1729,2031,-302,1.393,1.636,-0.243
5,1695,1490,205,1.365,1.200,0.165
5,1818,1714,104,1.465,1.381,0.084
5,1833,1831,2,1.477,1.475,0.002
5,2114,1807,307,1.703,1.456,0.247
5,2079,1887,192,1.675,1.520,0.155
5,1756,1539,217,1.415,1.240,0.175
5,2158,1936,222,1.738,1.560,0.179
5,1814,2217,-403,1.461,1.786,-0.325
5,1914,1511,403,1.542,1.217,0.325
5,1789,2140,-351,1.441,1.724,-0.283
5,1915,2221,-306,1.543,1.789,-0.247
5,1579,1839,-260,1.272,1.481,-0.209
5,1970,2228,-258,1.587,1.795,-0.208
5,2160,1908,252,1.740,1.537,0.203
5,1822,1877,-55,1.468,1.512,-0.044
5,2419,2356,63,1.949,1.898,0.051
5,2118,1957,161,1.706,1.577,0.130
5,2093,1530,563,1.686,1.233,0.454
5,2282,2120,162,1.838,1.708,0.131
5,1995,2150,-155,1.607,1.732,-0.125
5,2078,2020,58,1.674,1.627,0.047
5,2264,1583,681,1.824,1.275,0.549
5,2432,1856,576,1.959,1.495,0.464
5,1921,1502,419,1.548,1.210,0.338
5,2211,1492,719,1.781,1.202,0.579
5,2242,1734,508,1.806,1.397,0.409
5,1710,1705,5,1.378,1.374,0.004
5,1562,1920,-358,1.258,1.547,-0.288
5,1794,1843,-49,1.445,1.485,-0.039
5,1922,2228,-306,1.548,1.795,-0.247
5,1792,1940,-148,1.444,1.563,-0.119
5,1970,2120,-150,1.587,1.708,-0.121
5,1684,2040,-356,1.357,1.643,-0.287
5,2016,1866,150,1.624,1.503,0.121
5,1882,1937,-55,1.516,1.560,-0.044
5,2144,1634,510,1.727,1.316,0.411
5,2112,2048,64,1.701,1.650,0.052
5,1813,1807,6,1.461,1.456,0.005
5,1723,2176,-453,1.388,1.753,-0.365
5,1886,1780,106,1.519,1.434,0.085
5,1938,1932,6,1.561,1.556,0.005
5,1757,2107,-350,1.415,1.697,-0.282
5,1674,1772,-98,1.349,1.427,-0.079
5,1841,2192,-351,1.483,1.766,-0.283
5,1916,2055,-139,1.544,1.655,-0.112
5,2194,1729,465,1.767,1.393,0.375
5,2209,1849,360,1.780,1.490,0.290
5,1974,2221,-247,1.590,1.789,-0.199
5,2144,1923,221,1.727,1.549,0.178
5,1697,1709,-12,1.367,1.377,-0.010
5,2094,1847,247,1.687,1.488,0.199
5,2437,2113,324,1.963,1.702,0.261
5,1831,1935,-104,1.475,1.559,-0.084
5,2058,2003,55,1.658,1.614,0.044
5,1879,1832,47,1.514,1.476,0.038
5,2003,2056,-53,1.614,1.656,-0.043
5,1982,2085,-103,1.597,1.680,-0.083
5,2266,2212,54,1.825,1.782,0.044
5,1920,2387,-467,1.547,1.923,-0.376
5,2118,1556,562,1.706,1.253,0.453
5,2254,2034,220,1.816,1.639,0.177
5,1745,2153,-408,1.406,1.734,-0.329
5,2187,1779,408,1.762,1.433,0.329
5,1647,2312,-665,1.327,1.863,-0.536
5,2098,1534,564,1.690,1.236,0.454
5,1921,1462,459,1.548,1.178,0.370
5,1793,1935,-142,1.444,1.559,-0.114
5,1813,2218,-405,1.461,1.787,-0.326
5,1734,1851,-117,1.397,1.491,-0.094
5,2023,1661,362,1.630,1.338,0.292
5,1830,2080,-250,1.474,1.676,-0.201
5,2270,1710,560,1.829,1.378,0.451
5,2308,1932,376,1.859,1.556,0.303
5,2282,2014,268,1.838,1.622,0.216
5,1843,1578,265,1.485,1.271,0.213
5,2014,1865,149,1.622,1.502,0.120
5,2184,2014,170,1.759,1.622,0.137
5,1788,2034,-246,1.440,1.639,-0.198
5,1749,2051,-302,1.409,1.652,-0.243
5,2331,2060,271,1.878,1.660,0.218
5,2299,2294,5,1.852,1.848,0.004
5,1694,2149,-455,1.365,1.731,-0.367
5,1599,1761,-162,1.288,1.419,-0.131
5,1978,2177,-199,1.593,1.754,-0.160
5,1585,2001,-416,1.277,1.612,-0.335
5,1874,2227,-353,1.510,1.794,-0.284
5,1739,2086,-347,1.401,1.680,-0.280
5,1553,1655,-102,1.251,1.333,-0.082
5,2083,1773,310,1.678,1.428,0.250
5,2049,2033,16,1.651,1.638,0.013
5,2429,1495,934,1.957,1.204,0.752
5,1671,1785,-114,1.346,1.438,-0.092
5,2162,1910,252,1.742,1.539,0.203
5,1916,1913,3,1.544,1.541,0.002
5,2181,2167,14,1.757,1.746,0.011
5,1887,1527,360,1.520,1.230,0.290
5,2117,1494,623,1.705,1.204,0.502
5,1972,2268,-296,1.589,1.827,-0.238
5,1573,1726,-153,1.267,1.390,-0.123
5,1939,1847,92,1.562,1.488,0.074
5,2132,2337,-205,1.718,1.883,-0.165
5,1485,1990,-505,1.196,1.603,-0.407
5,2333,1555,778,1.879,1.253,0.627
5,2255,1990,265,1.817,1.603,0.213
5,1807,2370,-563,1.456,1.909,-0.454
5,1779,1974,-195,1.433,1.590,-0.157
5,2052,1806,246,1.653,1.455,0.198
5,2385,1669,716,1.921,1.345,0.577
5,1594,2168,-574,1.284,1.747,-0.462
5,1640,1907,-267,1.321,1.536,-0.215
5,1969,2176,-207,1.586,1.753,-0.167
5,1999,1807,192,1.610,1.456,0.155
5,1985,2036,-51,1.599,1.640,-0.041
5,1561,2014,-453,1.258,1.622,-0.365
5,1929,1636,293,1.554,1.318,0.236
5,1859,2368,-509,1.498,1.908,-0.410
5,1873,1933,-60,1.509,1.557,-0.048
5,1495,1914,-419,1.204,1.542,-0.338
5,1567,2181,-614,1.262,1.757,-0.495
5,2298,2089,209,1.851,1.683,0.168
5,2376,2370,6,1.914,1.909,0.005
5,2123,1915,208,1.710,1.543,0.168
5,1772,1614,158,1.427,1.300,0.127
5,2204,1940,264,1.776,1.563,0.213
5,1507,2124,-617,1.214,1.711,-0.497
5,1903,2212,-309,1.533,1.782,-0.249
5,2025,1723,302,1.631,1.388,0.243
5,1893,2348,-455,1.525,1.892,-0.367
5,1965,2220,-255,1.583,1.788,-0.205
5,2362,2148,214,1.903,1.730,0.172
5,1771,1841,-70,1.427,1.483,-0.056
5,1651,1763,-112,1.330,1.420,-0.090
5,2039,1987,52,1.643,1.601,0.042
5,1869,2013,-144,1.506,1.622,-0.116
5,1846,2093,-247,1.487,1.686,-0.199
5,1815,2072,-257,1.462,1.669,-0.207
5,1730,2345,-615,1.394,1.889,-0.495
5,1496,2166,-670,1.205,1.745,-0.540
5,1627,1738,-111,1.311,1.400,-0.089
5,1764,2025,-261,1.421,1.631,-0.210
5,2010,2157,-147,1.619,1.738,-0.118
5,2345,1731,614,1.889,1.394,0.495
5,1703,2367,-664,1.372,1.907,-0.535
5,1579,1742,-163,1.272,1.403,-0.131
5,1960,1866,94,1.579,1.503,0.076
5,1583,1941,-358,1.275,1.564,-0.288
5,2016,2115,-99,1.624,1.704,-0.080
5,2096,1744,352,1.689,1.405,0.284
5,2173,1713,460,1.751,1.380,0.371
5,2254,1643,611,1.816,1.324,0.492
5,1665,2236,-571,1.341,1.801,-0.460
5,2208,1990,218,1.779,1.603,0.176
5,1768,1567,201,1.424,1.262,0.162
5,1587,1914,-327,1.278,1.542,-0.263
5,1889,1935,-46,1.522,1.559,-0.037
5,2274,1648,626,1.832,1.328,0.504
5,2190,1887,303,1.764,1.520,0.244
5,1861,1702,159,1.499,1.371,0.128
5,1982,1981,1,1.597,1.596,0.001
5,2210,1754,456,1.780,1.413,0.367
5,2134,1978,156,1.719,1.593,0.126
5,2176,1662,514,1.753,1.339,0.414
5,2052,1692,360,1.653,1.363,0.290
5,1817,1461,356,1.464,1.177,0.287
5,1800,1696,104,1.450,1.366,0.084
5,2184,1713,471,1.759,1.380,0.379
5,2406,1729,677,1.938,1.393,0.545
5,1902,1852,50,1.532,1.492,0.040
5,2281,1823,458,1.838,1.469,0.369
5,1905,2156,-251,1.535,1.737,-0.202
5,1965,2060,-95,1.583,1.660,-0.077
5,1982,1781,201,1.597,1.435,0.162
5,1596,1944,-348,1.286,1.566,-0.280
5,1721,1884,-163,1.386,1.518,-0.131
5,1939,1994,-55,1.562,1.606,-0.044
5,1615,1620,-5,1.301,1.305,-0.004
5,2106,2048,58,1.697,1.650,0.047
5,1823,2073,-250,1.469,1.670,-0.201
5,1899,2106,-207,1.530,1.697,-0.167
5,2241,1783,458,1.805,1.436,0.369
5,1903,2259,-356,1.533,1.820,-0.287
5,2392,2230,162,1.927,1.796,0.131
5,2410,1731,679,1.941,1.394,0.547
5,1853,2157,-304,1.493,1.738,-0.245
5,2243,1727,516,1.807,1.391,0.416
5,2045,1478,567,1.647,1.191,0.457
5,2073,1663,410,1.670,1.340,0.330
5,2050,2143,-93,1.651,1.726,-0.075
5,1767,2005,-238,1.423,1.615,-0.192
5,1883,1575,308,1.517,1.269,0.248
5,1796,1749,47,1.447,1.409,0.038
5,1661,2170,-509,1.338,1.748,-0.410
5,2100,2252,-152,1.692,1.814,-0.122
5,1704,2104,-400,1.373,1.695,-0.322
5,2074,1498,576,1.671,1.207,0.464
5,2088,1673,415,1.682,1.348,0.334
5,1737,1976,-239,1.399,1.592,-0.193
5,1855,1946,-91,1.494,1.568,-0.073
5,1976,1923,53,1.592,1.549,0.043
5,2141,2286,-145,1.725,1.842,-0.117
5,2264,2154,110,1.824,1.735,0.089
5,1563,1511,52,1.259,1.217,0.042
5,1900,1935,-35,1.531,1.559,-0.028
5,1595,2058,-463,1.285,1.658,-0.373
5,1918,1878,40,1.545,1.513,0.032
5,1784,1980,-196,1.437,1.595,-0.158
5,1491,1918,-427,1.201,1.545,-0.344
5,1979,1964,15,1.594,1.582,0.012
5,1631,1802,-171,1.314,1.452,-0.138
5,1717,1780,-63,1.383,1.434,-0.051
5,2003,2359,-356,1.614,1.900,-0.287
5,2231,2058,173,1.797,1.658,0.139
5,1882,2132,-250,1.516,1.718,-0.201
5,1850,1915,-65,1.490,1.543,-0.052
5,2070,1503,567,1.668,1.211,0.457
5,1881,2184,-303,1.515,1.759,-0.244
5,2059,1491,568,1.659,1.201,0.458
5,2237,1718,519,1.802,1.384,0.418
5,2144,2025,119,1.727,1.631,0.096
5,1839,2038,-199,1.481,1.642,-0.160
5,1870,1875,-5,1.506,1.510,-0.004
5,1525,2096,-571,1.229,1.689,-0.460
5,2278,1709,569,1.835,1.377,0.458
5,2248,1981,267,1.811,1.596,0.215
5,1966,2121,-155,1.584,1.709,-0.125
5,2420,1814,606,1.950,1.461,0.488
5,1528,2247,-719,1.231,1.810,-0.579
5,2179,1967,212,1.755,1.585,0.171
5,2048,1586,462,1.650,1.278,0.372
5,2076,1865,211,1.672,1.502,0.170
5,1767,1917,-150,1.423,1.544,-0.121
5,1521,1827,-306,1.225,1.472,-0.247
5,2104,1599,505,1.695,1.288,0.407
5,1717,1821,-104,1.383,1.467,-0.084
5,2260,2002,258,1.821,1.613,0.208
5,1826,2233,-407,1.471,1.799,-0.328
5,2425,2158,267,1.954,1.738,0.215
5,2027,2070,-43,1.633,1.668,-0.035
5,1589,1695,-106,1.280,1.365,-0.085
5,1710,1871,-161,1.378,1.507,-0.130
5,1797,2104,-307,1.448,1.695,-0.247
5,1917,1767,150,1.544,1.423,0.121
5,1640,1745,-105,1.321,1.406,-0.085
5,1763,2332,-569,1.420,1.879,-0.458
5,1532,1634,-102,1.234,1.316,-0.082
5,2013,1799,214,1.622,1.449,0.172
5,2136,1922,214,1.721,1.548,0.172
5,2158,1855,303,1.738,1.494,0.244
5,2128,1868,260,1.714,1.505,0.209
5,1930,1991,-61,1.555,1.604,-0.049
5,1499,1817,-318,1.208,1.464,-0.256
5,2039,2088,-49,1.643,1.682,-0.039
5,1919,2014,-95,1.546,1.622,-0.077
5,2094,2030,64,1.687,1.635,0.052
5,2049,2023,26,1.651,1.630,0.021
5,1493,2304,-811,1.203,1.856,-0.653
5,2280,2265,15,1.837,1.825,0.012
5,2026,1775,251,1.632,1.430,0.202
5,2097,1791,306,1.689,1.443,0.247
5,2167,1801,366,1.746,1.451,0.295
5,1718,2230,-512,1.384,1.796,-0.412
5,1893,1691,202,1.525,1.362,0.163
5,1660,1709,-49,1.337,1.377,-0.039
5,1722,1774,-52,1.387,1.429,-0.042
5,1834,1577,257,1.477,1.270,0.207
5,2260,1846,414,1.821,1.487,0.334
5,1709,2057,-348,1.377,1.657,-0.280
5,1712,2059,-347,1.379,1.659,-0.280
5,2078,2330,-252,1.674,1.877,-0.203
5,1626,1988,-362,1.310,1.602,-0.292
5,1549,2312,-763,1.248,1.863,-0.615
5,1822,1618,204,1.468,1.303,0.164
5,1633,1471,162,1.316,1.185,0.131
5,1938,1856,82,1.561,1.495,0.066
5,2277,1606,671,1.834,1.294,0.541
5,2040,1984,56,1.643,1.598,0.045
5,1918,1553,365,1.545,1.251,0.294
5,1925,1980,-55,1.551,1.595,-0.044
5,1752,1918,-166,1.411,1.545,-0.134
5,1985,1921,64,1.599,1.548,0.052
5,2376,1768,608,1.914,1.424,0.490
5,2276,1843,433,1.834,1.485,0.349
5,1814,1547,267,1.461,1.246,0.215
5,2236,2221,15,1.801,1.789,0.012
5,2248,1778,470,1.811,1.432,0.379
5,1903,1687,216,1.533,1.359,0.174
5,1807,2110,-303,1.456,1.700,-0.244
5,2246,2036,210,1.809,1.640,0.169
5,1636,2200,-564,1.318,1.772,-0.454
5,2380,2216,164,1.917,1.785,0.132
5,1725,1787,-62,1.390,1.440,-0.050
5,1905,1911,-6,1.535,1.539,-0.005
5,2189,1988,201,1.763,1.602,0.162
5,2174,2112,62,1.751,1.701,0.050
5,2098,1782,316,1.690,1.436,0.255
5,1743,1803,-60,1.404,1.452,-0.048
5,1775,2128,-353,1.430,1.714,-0.284
5,1580,2081,-501,1.273,1.676,-0.404
5,1752,1956,-204,1.411,1.576,-0.164
5,2238,1721,517,1.803,1.386,0.416
5,1742,1785,-43,1.403,1.438,-0.035
5,1854,1956,-102,1.494,1.576,-0.082
5,1768,1816,-48,1.424,1.463,-0.039
5,2296,1629,667,1.850,1.312,0.537
5,1702,2005,-303,1.371,1.615,-0.244
5,2244,2227,17,1.808,1.794,0.014
5,2053,1545,508,1.654,1.245,0.409
5,1878,1466,412,1.513,1.181,0.332
5,1743,1493,250,1.404,1.203,0.201
5,1977,1672,305,1.593,1.347,0.246
5,1791,1944,-153,1.443,1.566,-0.123
5,1723,2385,-662,1.388,1.921,-0.533
,,,0,0.000,0.000,0.000
5,2015,1760,255,1.623,1.418,0.205
5,1621,2128,-507,1.306,1.714,-0.408
5,1539,1994,-455,1.240,1.606,-0.367
5,1865,2223,-358,1.502,1.791,-0.288
5,1683,1940,-257,1.356,1.563,-0.207
5,2116,2160,-44,1.705,1.740,-0.035
5,2036,2129,-93,1.640,1.715,-0.075
5,2373,1594,779,1.912,1.284,0.628
5,1723,1977,-254,1.388,1.593,-0.205
5,1847,1903,-56,1.488,1.533,-0.045
5,2130,1828,302,1.716,1.473,0.243
5,1637,1948,-311,1.319,1.569,-0.251
5,1829,1824,5,1.473,1.469,0.004
5,2104,1791,313,1.695,1.443,0.252
5,1649,1857,-208,1.328,1.496,-0.168
5,1697,1789,-92,1.367,1.441,-0.074
5,1603,1827,-224,1.291,1.472,-0.180
5,1937,1850,87,1.560,1.490,0.070
5,1813,2001,-188,1.461,1.612,-0.151
5,2139,1929,210,1.723,1.554,0.169
5,1538,2364,-826,1.239,1.904,-0.665
5,1875,2183,-308,1.510,1.759,-0.248
5,2062,1480,582,1.661,1.192,0.469
5,2182,2172,10,1.758,1.750,0.008
5,1693,2372,-679,1.364,1.911,-0.547
5,1678,2089,-411,1.352,1.683,-0.331
5,2116,2109,7,1.705,1.699,0.006
5,2040,1843,197,1.643,1.485,0.159
5,2124,2222,-98,1.711,1.790,-0.079
5,1887,1981,-94,1.520,1.596,-0.076
5,2163,1492,671,1.742,1.202,0.541
5,2242,1785,457,1.806,1.438,0.368
5,2076,2178,-102,1.672,1.755,-0.082
5,1694,1547,147,1.365,1.246,0.118
5,2245,1978,267,1.809,1.593,0.215
5,1853,2211,-358,1.493,1.781,-0.288
5,2238,1974,264,1.803,1.590,0.213
5,2166,1488,678,1.745,1.199,0.546
5,2129,1564,565,1.715,1.260,0.455
5,1692,1998,-306,1.363,1.610,-0.247
5,1723,1774,-51,1.388,1.429,-0.041
5,1741,2048,-307,1.403,1.650,-0.247
5,1912,1720,192,1.540,1.386,0.155
5,2420,1992,428,1.950,1.605,0.345
5,1665,2173,-508,1.341,1.751,-0.409
5,1637,1595,42,1.319,1.285,0.034
5,1565,2087,-522,1.261,1.681,-0.421
5,1552,2014,-462,1.250,1.622,-0.372
5,1999,2248,-249,1.610,1.811,-0.201
5,2232,1517,715,1.798,1.222,0.576
5,2367,1703,664,1.907,1.372,0.535
5,2141,2092,49,1.725,1.685,0.039
5,2186,2226,-40,1.761,1.793,-0.032
5,2052,2106,-54,1.653,1.697,-0.044
5,2147,1887,260,1.730,1.520,0.209
5,2374,1815,559,1.912,1.462,0.450
5,2034,2034,0,1.639,1.639,0.000
5,1967,1722,245,1.585,1.387,0.197
5,2104,1748,356,1.695,1.408,0.287
5,1830,2193,-363,1.474,1.767,-0.292
5,1858,1819,39,1.497,1.465,0.031
5,2252,1684,568,1.814,1.357,0.458
5,2178,1569,609,1.755,1.264,0.491
5,1653,2218,-565,1.332,1.787,-0.455
5,2043,2348,-305,1.646,1.892,-0.246
5,1755,2110,-355,1.414,1.700,-0.286
5,2416,1999,417,1.946,1.610,0.336
5,1836,1534,302,1.479,1.236,0.243
5,1726,1930,-204,1.390,1.555,-0.164
5,1962,2111,-149,1.581,1.701,-0.120
5,2144,1887,257,1.727,1.520,0.207
5,2173,1558,615,1.751,1.255,0.495
